,Stromal cell (c34),Endothelial cell (c17),Principal cells of cortical collecting duct (c81),Dendritic cell (c33),Macrophage (c25),Osteoblast (c68),NK cell (c63),Macrophage (c27),Dendritic cell (c90),Smooth muscle cell (c53),Neutrophil (c12),Stromal cell (c30),Dendritic cell (c85),Stromal cell (c28),B cell (c72),Muscle cell (c49),Myocyte (c2),Monocyte (c26),T cell (c3),Mast cell (c83),Trophoblast stem cell (c9),MSC (Cultured) (c5),MEF (Cultured) (c93),Trophoblast progenitor cell (c50),T cell (c8),B cell (c24),Testicular cell (c7),Leydig cell (c71),Stromal cell (c32),Gastric mucosa cell (c69),Stomach epithelial cell (c16),Endocrine cell (c74),Epithelial cell (c46),Mast cell (c75),Neuron (c4),Erythroid progenitor (c35),Erythroblast (c20),Macrophage (c91),NK/T cell (c59),T cell (c15),Intestinal epithelial cell (c31),B cell (c56),Prostate gland cell (c10),Urothelium (c44),Placenta endodermal cell (c77),Spongiotrophoblast (c78),Myeloid progenitor cell (c38),Hepatocyte (c94),Erythroblast (c14),Myocyte (c51),Proliferating Myocyte (c1),Microglia (c66),Cycling cell (c55),Monocyte (c13),Endothelial cell (c62),Stromal cell (c45),Epithelial cell (c67),Myoblast (c42),Pancreatic acinar cell (c70),Stromal cell (c23),Luteal cell (c54),Cumulus cell (c40),Adipocyte (c43),Neutrophil (c64),Chondrocyte (c22),Osteoblast (c52),Chondrocyte (c11),Neutrophil (c87),Oligodendrocyte (c19),Astrocyte (c89),Proliferative neuron (c21),Cardiac muscle cell (c65),Cartilage cell (c95),Endothelial Cell (c48),Muscle cell (c88),Secretory alveoli cell (c18),Epithelial cell (c60),Alveolar type II cell (c36),Eosinophil (c82),Clara Cell (c79),Macrophage (c41),Hepatocyte (c92),Renal tubular cell (c57),Proximal tubule brush border cell (c37),Intercalated cells of collecting duct (c80),mESC (c6),Oligodendrocyte (c84)
Rpl10,1.74712643678161,1.41720044497046,1.24525180737655,1.77353946413076,1.70750615120159,1.08356190424463,1.36301918323295,1.79323624984956,2.16309341500766,1.69520523531844,1.29475587703436,1.64109169238969,1.58293572831883,1.63791718005036,2.9371216208116,1.34218665758633,1.44775820210704,2.13272250144554,1.16361811325425,2.00141627222243,1.13421208410341,2.17036837386765,1.41315081554125,1.24857426317246,0.928755539342037,1.19227729479508,0.116531017279365,1.41832741421042,1.92489835520237,1.72431002645107,2.0159649297088,2.39559121241659,1.38240239118251,1.63464779238288,1.54938482445877,1.26019359697981,1.25052294972641,1.53443558938979,1.08309157182177,0.631541657273518,1.49235668308032,1.34212181002147,3.11137940207494,1.21671692410129,2.01334333425447,2.68057231511808,1.33413452940461,1.47219856430223,1.3822569406242,1.43945808636749,1.47531825862482,1.98753274911916,1.40529768759948,1.62053374366239,1.50426983956837,1.69714147454288,1.97450248756219,1.51011261614878,1.47913961497205,1.80050835380574,1.29099355196561,1.6466868060017,1.13198494684918,1.41846273695144,1.66303643963031,1.61600951060036,1.48436755566378,1.58916812256417,1.04065391955637,1.0724731881703,1.13724606097042,1.29021117031774,1.71964061443339,1.5499483350555,0.941934431577231,4.39299610894942,2.02091520682076,2.22211105552776,2.00019514098936,2.18261185885777,2.12987582577232,2.47829739568748,0.99663207093271,1.97730007479918,1.489402329578,1.14881399552227,1.29656683710738
Rpl10a,0.842911877394636,0.504909405842523,0.663215292243598,0.591474968566824,0.500859482962014,0.605599761018928,0.529192633081503,0.501177724670323,0.6604134762634,0.695761274041546,0.63869801084991,0.646776664964136,0.420993544765647,0.577221835324369,0.593418449919079,0.570358389376011,0.488737713942071,0.568577740218535,0.627356885284786,0.47706011702881,0.690920428921956,0.46909318209188,0.599312153097014,0.40831752930775,0.656647509463977,0.717511572767303,0.101054241546949,0.71481892008053,0.661846239142488,0.838448869591256,0.803053268772892,0.547349478893304,0.470276724144933,0.612290753847882,0.420048981490229,0.60208474749635,0.52191418239658,0.606637326037826,0.755783679238265,0.392257898296351,0.648982277791645,0.608182823442683,0.506456035523543,0.66344603932295,0.375034542655245,0.349077745216342,0.617350187064976,0.413675629638642,0.420655004217552,0.545970928591589,0.515945026005433,0.49688318727979,0.478784663362621,0.620481371842416,0.553828563261514,0.577235491341468,0.533789386401327,0.613750874238164,0.393778580703438,0.6210849844197,0.679123621992651,0.630151591782058,0.519513621302307,0.568034276811218,0.601720643517312,0.581731721814939,0.602075855911178,0.618196478967881,0.271866335385834,0.519987000324992,0.46592019237995,0.466252220248668,0.328470679161434,0.546648445051832,0.50256891208612,0.35408560311284,0.773995870245787,0.508254127063532,0.502488047614401,0.372862859221535,0.523560209424084,0.462055446653598,0.563612619424015,0.577254544863248,0.572847049837693,0.487567221796598,0.365230094959825
Rpl11,0.848020434227331,1.47358368848004,1.14569292978802,1.60707644902513,1.68728302268361,1.38500393775629,1.38913066183894,1.55253339752076,1.36868300153139,1.37013644334821,1.43363471971067,1.53560880282472,1.56048273926466,1.45711683719934,1.31271354073008,1.63162225816521,1.82417533465488,1.42181500096369,1.28943324750862,1.51690209086504,1.80570178807857,1.62940109378614,1.73664317090612,1.78849826886866,1.30851070191911,1.25493959579993,1.71974290344313,1.43642409573145,1.39992607651081,1.24893946199531,1.28949974203596,1.81075204318812,1.88679245283019,1.58690034827547,1.72089271309492,1.48126795793311,1.46011705789519,1.28464374925657,1.27501301792755,1.70654729316286,1.42352522937515,1.51341037705167,2.01047698950255,1.37862649904076,1.80411353677312,1.70660230994656,1.59309254529977,1.52086628543618,1.57846481094363,1.64585097375106,1.83165688788345,1.39127292438341,1.74432898976436,1.50556512934593,1.30775002679816,1.43444747848329,1.51585820895522,1.55293244458401,2.25399424151753,1.48730710738177,1.34334049781599,1.54644577187874,1.92962202198,1.59374188522462,1.37962643702327,1.36477115117892,1.46566297162903,1.52533261658379,1.60959274062871,1.98245043873903,1.59815635880865,1.5147029800671,1.99980678195343,2.28992366921103,1.5240172891861,1.85214007782101,1.57596749483781,1.43471735867934,1.44892184603376,1.76427791924336,2.23678079000027,2.28227387286474,1.38153825005155,1.40654980649777,1.04067214053848,0.709594400600998,1.69831994156318
Rpl12,0.486448133957712,0.535386834766619,0.575909814973655,0.577307903451451,0.670059658229128,0.526844635146512,0.675416913275076,0.663652149992263,0.478560490045942,0.584553529420151,0.734900542495479,0.414159134818236,0.353634577603143,0.838377886109177,0.617394952946113,0.6214352600664,0.654195794182876,0.438108793310501,0.845642705644149,0.629868435764601,1.1028066100615,1.42066036239073,0.98069261415875,0.62563694160047,0.509529761441993,0.666704301682285,0.567178310664409,0.626597597665528,0.690722602106819,0.586415132005789,0.554382344364367,0.569843293094399,0.875575662570359,0.702168295697113,0.502169284099911,0.806886547706499,0.69629979413385,0.499583680266445,0.846537231272781,0.828314708060932,0.648982277791645,0.716593308904837,0.851255397081995,0.717815082978657,0.521100627689392,0.560248233063265,0.732522122311165,0.47451028105609,0.702680896321561,0.650931414055885,0.895877644348372,0.686602222422983,0.760879410965463,0.791313260794206,0.443062850609211,0.684386989734195,0.523424543946932,0.432480267195729,0.718398916050358,0.627465994533601,0.595923178256951,0.555882098318229,0.399568196470606,0.603739288496494,0.587003506883415,0.715672676837725,0.501494602139381,0.802983469963715,0.478916855712794,0.682482937926552,0.50850429598457,0.478586935070061,0.541010530383538,0.869971000966634,0.702373185450987,0.622568093385214,1.23093319123426,0.433216608304152,0.507366572348522,0.445616587850127,0.73462898495107,0.644077289274713,0.536119320915527,0.452047221047839,0.458277639870155,1.12408232485142,0.365230094959825
Rpl13,3.65318575280261,2.55502445813671,2.86423232447004,2.90601923179089,2.92089386228049,3.07959699101105,3.15774814608502,2.52480099032031,2.89050535987749,2.71460956101456,2.62640144665461,2.70313783837801,2.59332023575638,2.9035195800075,3.21884553137925,3.21784285349451,3.93408404634099,2.80656496019215,3.07456437369157,2.75427676940852,2.0684684521846,3.0630599632601,2.00565260326217,2.24135952864634,1.95200133960876,3.27650445974935,3.32568598532438,2.40459655710634,3.0170024025134,2.68503268952438,2.69340092738873,2.38059533628252,3.29274929133602,2.87889001235816,3.09513600720914,2.98090066299062,2.93307486154777,2.18865231354823,2.2911552480845,2.65208849956523,3.26533390818943,2.69183235402528,3.82655671284454,2.6228872117782,2.32916189649047,1.9091535942079,2.73408159323562,2.09271200876019,2.7736824733194,3.45222974880045,3.24313258780954,2.76447736922938,3.43301543757036,2.70288468972191,2.24032586558045,2.68224395976634,2.22584991708126,2.19951185395584,3.65409586179642,3.23357687521935,2.04049088261804,2.58530739824396,2.17850877850578,2.87587639574137,2.71383999529052,3.09966316623737,3.05202344778421,2.81212202660933,2.20013683338735,2.07994800129997,3.48939154830791,1.95135188474442,3.13979325669017,3.38322055931469,2.40886478551623,3.24124513618677,2.5338040365017,2.25612806403202,2.2246072787589,2.43724990905784,3.09202050382391,3.27639316718006,1.81799436387381,1.84071026700055,1.75673095283559,3.75121798829244,3.41490138787436
Rpl13a,0.245210727969349,0.11429035846536,0.215966180615121,0.133701677026333,0.175941218106441,0.0814708198680173,0.189743411203565,0.125509344428589,0.258422664624809,0.11691070588403,0.228571428571429,0.0977104661233373,0.106651698007297,0.137943965286334,0.179823772702751,0.184444255270849,0.193458678435403,0.146777565271538,0.241317552586257,0.186351608214379,0.249662221700053,0.0953861034490009,0.248578336227739,0.114733851210442,0.208117789884758,0.252342779722254,0.0537135157772073,0.187753070780646,0.151312141933099,0.234566052802316,0.207653039970006,0.243682987178526,0.180313355371632,0.129198966408269,0.272523128129474,0.209683568433092,0.18681213988957,0.178422742952302,0.364501971286171,0.104666516376284,0.179264335473916,0.175624986448689,0.073666332439788,0.115204889860772,0.217125261537247,0.0905016376486813,0.181699823307652,0.121669302834895,0.217845747606997,0.177286198137172,0.219285310313002,0.216821754449363,0.218688130022386,0.180558084089192,0.217958337799693,0.183194497252083,0.139925373134328,0.0642297426528311,0.22300005645571,0.116985185421519,0.230534562851002,0.171321040137421,0.10045429329655,0.116852765515451,0.121521499634174,0.142659005349713,0.105169170610511,0.0806343233436366,0.117028554967412,0.129996750081248,0.235465043460835,0.0616735741069667,0.183557144237272,0.219992666911103,0.178396672647203,0.0894941634241245,0.105242123492973,0.0990495247623812,0.073177871011806,0.0545652964714442,0.169951481593158,0.210025203024363,0.123719843288198,0.123581254674949,0.0954745083062822,0.20956836726345,0.109569028487947
Rpl14,1.43663970483894,1.14950702758715,1.51788996446514,1.29274469177779,1.7344703225589,0.831002362653776,1.21331337255858,1.0969172841841,0.995405819295559,1.22613667146666,1.33309222423146,1.22859807688037,1.20123491439798,1.34327958429314,1.40861955283822,1.57770778354757,2.09559022397297,0.998532224347285,1.19765007579846,1.89705937162238,2.03683703948052,1.63035686636579,1.51190111349474,1.50098873583543,1.2971479490231,1.21824545557186,0.372353016150471,1.00210373922682,0.611023840325263,1.30882866696611,1.3728173198017,1.75451750768539,2.08903581088215,1.73576002696326,1.69836413450288,1.96549287261839,1.85942282918909,1.62959438563102,0.845049468124675,1.17065472931629,1.85618008123624,1.4798031265584,2.61106222758804,1.30078535724294,1.14879002013343,0.973970005171522,1.69753417601992,1.98320963620878,1.92797154069021,1.90251905165114,1.81847201163045,1.10217725178426,1.9513710063536,1.52875836390434,1.41136956444063,1.47592547786112,1.53917910447761,1.21037381710224,2.27657652571558,1.62343532314499,0.991818623032656,1.06711137234532,1.22494265109375,1.50934822124124,1.30604075385379,2.05825242718447,1.31708504939069,1.73699771536084,1.02084908717727,0.909977250568736,1.72340372235164,1.13726070653246,1.98048497729688,0.493316889437019,1.27324253792204,1.4863813229572,1.70785319389862,1.40370185092546,1.31232315347839,1.49145143688614,0.515336750637318,1.26015121814618,1.39184823699223,1.53338319945364,1.38438037044109,1.96774841382593,1.82615047479912
Rpl15,1.07449978714347,0.583134806747703,0.876118122779071,0.553400981069259,0.503555900097745,0.399207017353285,0.649305434669081,0.494300500318072,0.746554364471669,0.623048517942942,0.759493670886076,0.662876684950368,0.561324726354196,0.526329886966304,0.551459569621771,0.712238585738203,0.561602906971194,0.610831887796706,0.686139366042977,0.655957660914614,0.669682194677789,0.415952226663379,0.58909660503286,0.472433504984173,0.646480835820181,0.685333634413458,0.404216966187797,0.683149727418735,0.570596932175199,0.887108848630034,0.965202093193915,0.727299992502062,0.561245624152243,0.615099427030671,0.77178549886267,0.652762150953572,0.600615527361144,0.559057927917212,0.810830915718218,0.23767350487907,0.730672354716467,0.727434357451053,0.374470523235589,0.463454182703938,0.568473412024792,0.448198586450612,0.6824473678563,0.559678793040516,0.574687351010379,0.590953993790573,0.505882883601831,0.596259824735748,0.556425419583587,0.665122113626898,0.682459713438382,0.623898240641526,0.629664179104478,0.469590785172921,0.584316603624457,0.684363334715886,0.715523816127019,0.673437492880608,0.57873667481296,0.542066995585562,0.795145867848523,0.60788587279572,0.686775859087428,0.59467813465932,0.378092254510101,0.519987000324992,0.829137546654643,0.468719163212947,0.521688725726983,0.349988333722209,0.330288696786821,0.64591439688716,0.574169053486978,0.471235617808904,0.48297394867792,0.509276100400145,0.348126421973082,0.448053766451974,0.666712488830847,0.747991804611532,0.639679205652091,0.393475301800763,0.967859751643536
Rpl17,0.74868738470271,0.776158523266977,0.814851121186129,0.864190972037755,0.856786544878493,0.798414034706569,0.800752010583853,0.81838969791792,0.851837672281777,0.668672208044027,0.963471971066908,0.78668028691346,0.931799045747965,0.979000374993304,0.986033686986753,0.908033256718027,0.891564501605262,0.794674494803481,0.789610282465289,0.894487719429019,0.790559378939805,0.875105373926906,0.987502979534852,0.830133158757905,0.949686926255734,0.754770238229649,0.530762367764607,0.751012283122582,0.53941046017372,0.771073513999102,0.848237032099699,0.79103246607183,1.01202901258132,0.862262667116054,0.8081219159466,0.895688236333374,0.880212410787883,0.678006423218746,0.980435914602395,1.02444365720911,0.946999780647016,0.816330955530019,1.11113384763347,0.769309992167984,0.829023725869488,0.986898810549905,0.932105786495554,0.6935150261589,0.956467524846885,0.90583545018346,0.984702073842246,0.659499503116813,0.97050945276207,0.863636250277446,0.70389823846786,0.796723238049151,0.76181592039801,0.786457515593554,1.04443064415966,0.822086803007583,0.780350828537752,0.797827503405917,0.754156858629324,0.843936639833809,0.784213137777628,0.710917376659402,0.814531697211605,0.886977556780003,0.714774404954809,0.64998375040624,0.839157335738083,0.727748174462207,0.676263162979422,0.493316889437019,1.08465176969499,0.879377431906615,1.15899553720109,0.818409204602301,0.907405600546395,0.954892688250273,0.40294948055152,0.854102492299076,1.09973194033954,0.974015415135452,0.801985869772771,0.787694413245762,0.748721694667641
Rpl18,0.709521782318717,1.00067558300782,0.971081975248131,0.922630115638669,1.16485220263575,1.05912065828422,1.05838526616301,1.07800491721541,0.890122511485452,0.986612298435963,1.00325497287523,1.03706335635451,0.886893067639629,0.973643327797718,1.08193969909489,1.30529780653216,1.34084682718222,1.13196637459414,0.979708012636515,1.15537997092915,1.86828679750021,1.11901853625341,1.6957809786495,1.45577010035837,1.17215766716703,0.885740092582138,1.56588554469147,1.13330468025426,0.496673442986509,1.27389329739981,1.17734146427438,1.26340256429482,1.38808794743297,1.06729580945961,1.23616490919529,1.10862631691509,1.06702455067745,0.880218865231355,1.23484341292866,1.15455218833532,1.31082317880294,1.0873571691854,1.35054942806278,0.842360909855168,1.12510362796573,1.03861403206344,1.14456581611119,1.3870300523178,1.28176917152602,1.11575642111205,1.28830119808889,1.23769084831511,1.32636291877483,1.09581798548054,1.2934576767785,0.990287235145691,1.23082504145937,0.886370448609069,1.52430418336815,0.955556264556679,1.02024544130902,1.08260316852796,1.13723255918557,0.986756686574916,0.999083332632517,0.899544283732911,1.19568171150473,1.04824620346728,1.04065391955637,1.23496912577186,1.31760226447233,0.96210775606868,1.25591730267607,0.563314556181461,1.06426357853531,1.28793774319066,1.0564177712649,1.11955977988995,0.873255927407552,1.20043652237177,0.422137551053973,0.826099131895828,1.20626847205994,1.07970990926534,1.01202978804659,1.95510364987392,1.2600438276114
Rpl18a,2.75691783737761,2.62715437325707,1.92225217497856,2.67137721581753,2.67012706865752,2.57990929582055,2.62159245204192,2.17320289531145,2.98621745788668,2.30257060978913,2.25750452079566,2.8813484044325,2.17232669099074,2.17897894680452,2.61643589282503,2.61627082091882,2.75742254493619,2.82213227772094,2.77102676837296,2.74682270507994,1.97560766203191,2.45843822937395,1.81836755541935,1.98152110090505,2.45136442740696,3.01738737721576,1.60776387902624,1.7531160223494,1.99997689890963,1.96386684633428,2.58188355407151,1.90447626902602,2.68601921718013,2.49971913268172,2.99630095274086,2.17447904559107,2.41074646154611,3.00939693112882,2.34917801086067,2.22376090947151,2.57853215034,2.44790876173543,2.7184922957294,1.91848475630932,2.38443014488177,2.15049129460438,2.64966986429742,2.44555298698138,2.44618036454322,2.91243296641264,2.50061587250919,3.18005239859066,2.75107079542955,2.36171969105614,2.94422410404831,2.38325671425115,2.5419776119403,2.83609997002612,2.71834246033986,2.70129428155144,1.39776745475976,2.05494119952067,2.77598692594869,2.99922098156323,2.56666862895155,2.27699623538736,2.80392302181378,2.68781077812122,1.51416945734759,1.26746831329217,3.16374840309612,2.72350503256365,2.57946092165008,2.83323889203693,1.93076170282173,2.40077821011673,2.78025711050423,2.12406203101551,1.45380037076788,1.44598035649327,2.71648255256161,2.31027723326799,1.36435493848374,1.46508829555433,1.51804468206989,2.31659513697255,3.36011687363039
Rpl19,0.964949623953455,0.749236794384026,1.02009557652249,0.844711257504117,0.788027907917355,0.744100154794558,0.952198586498625,0.934442858862163,1.24425727411945,0.862572890973638,0.849186256781194,0.782794075192645,1.13387594723548,0.831681577114694,0.947071869567824,0.709400981810959,0.689514730541971,1.10824474788359,1.01649003276006,0.823674108307555,1.39110434299296,0.985592684134366,1.13733101780911,0.736996267775311,1.31269697930185,1.05283956192842,0.383277799020411,0.950075779853869,0.679172056921087,0.939511902979488,1.12350549094883,1.11344380295419,0.700947863449183,0.845410628019324,0.751437105295669,0.818044875073226,0.799439977797936,1.03485190912335,1.31815814922264,0.793855270361663,0.833541340473651,0.97894668372325,0.576029793938898,1.00666559684995,0.904030634400537,0.948112394414756,0.797619303102489,0.961187492395668,0.774195914475373,0.785880609652837,0.721351519210018,0.993766374559581,0.716882982440249,0.842936911908105,0.943295101297031,0.985102485223463,0.842143449419569,0.656570702673385,0.705696381188957,0.733816163098619,0.998058656312834,0.912649051583125,0.962562034274405,0.684887042326668,0.882607708415679,0.764018228650684,0.847000031762501,0.856739685526139,0.902020092902668,1.00747481312967,0.789058390320884,0.70307874481942,0.589315042024925,0.506649778340722,0.812469417713261,0.805447470817121,0.691400785985479,0.849424712356178,0.829349204800468,1.13677700982175,0.479701762561333,0.420050406048726,1.05505533026325,1.04231031903477,1.08840939469162,1.24030258176328,1.29656683710738
Rpl21,0.75095785440613,0.874702210121554,0.994057100845485,1.00497618162177,1.12710236273552,0.771257094750563,0.908679455488633,0.931004246686037,0.937978560490046,1.16482983789333,0.84122965641953,0.8927183495814,0.892506314903171,1.11560507848074,0.968051309716478,1.1719304219517,1.25366314643995,0.950347670091477,0.973864140280437,1.15165293876486,0.605515614620943,0.733077568591019,0.56185514352845,0.931368909825942,0.999324215222501,1.00880659365474,1.11796944702391,0.943289524283485,1.2705599704306,0.938264211209263,0.947256768752063,1.12843967908825,1.31092682689106,1.00550499943827,1.24779256266215,1.11281068967762,1.24555233846549,1.61769953610087,1.20211262367031,0.919133039193585,1.15954525857179,1.17516966240975,1.2277722073298,1.03157476222525,0.967194346847736,1.07740044819859,1.03225529540528,1.35052926146733,1.34044816078043,1.08664973186565,1.35283769764303,1.25575932785256,1.29401260368276,0.839445457243397,1.11480330153285,1.20631848190522,1.30078772802653,0.990565364468106,1.36340540845707,0.943857746014527,0.994245302641614,1.06711137234532,0.874102283461025,0.986756686574916,0.925918139081146,1.0873786407767,0.899584617067756,0.967611880123639,1.15048071729502,1.72245693857654,1.07963227374064,0.939905269390172,1.22693459569124,0.449985000499983,0.865478714728429,0.941634241245136,1.22160793978552,1.91795897948974,0.824470680066348,1.46416878865042,0.578383268002522,0.854102492299076,1.58773798886521,1.41305408305961,1.70899369868245,1.18247138192394,1.2600438276114
Rpl22,0.448417766425429,0.832541766776555,0.658620267124127,0.864190972037755,0.650510633995079,0.684354886891345,0.743306757650663,0.828705534446298,0.756125574272588,0.835483824976119,0.771066907775769,0.638449068419533,0.976705023856301,0.731236942197461,0.62938320445963,0.666836922902301,0.652923039719485,0.802828803985233,0.700920925531878,0.667138757407476,0.441032268559731,0.693699738309468,0.749140191371267,0.331378358496042,0.661431826472822,0.742915208309811,0.799329946650644,0.879951138959893,1.00316484938089,0.868393472076658,0.951743099862526,0.558596385993852,0.735061200951925,0.704976968879901,0.542139342892233,0.865700231535293,0.759260870105501,0.511478529796598,0.99233801978725,0.810601912981869,0.698903991467925,0.8456017866048,0.423581411528781,0.933135656751701,0.600055268248391,0.435269781072229,0.778304754955612,0.620513444457963,0.678475813254117,0.620942703923229,0.681449920023316,0.632396783810642,0.639242226219283,0.790066312699668,0.818237038625076,0.6912999896305,0.816231343283582,0.775038894677495,0.594196352961102,0.617362728519925,1.05491229286556,1.03476085678746,0.64320734066,0.564788366658011,0.732072425131824,0.514364969288686,0.583018355196522,0.712269856202123,1.00644557271974,0.942476438089048,0.681345657673906,0.782020919676337,0.618297749009758,0.973300889970334,0.912371554395694,0.361867704280156,0.682075534536735,0.928464232116058,0.995219045760562,0.882138959621681,0.893615854828541,1.03612433492019,0.848855591449584,1.00003252138281,0.801985869772771,0.907447765967733,0.456537618699781
Rpl23,0.900241237405988,1.40500947340082,0.902156598456071,1.24581628858312,1.2875391823115,1.18132688808625,1.31950005222296,1.43562058353249,1.0145482388974,1.44142345913115,1.05099457504521,1.41347072017055,1.29104687061465,1.34327958429314,1.20182221423005,1.21165687693312,1.15120641213699,1.19349434387463,1.21552545006411,1.3790019007864,2.05830121238686,1.24709206192642,1.4097456328532,1.2033556276954,1.13448117072237,1.15501862933273,1.62688224904863,1.35951319926708,1.65577065237479,1.30633328342566,1.09818976539693,1.07220514358551,1.25813237599396,1.15717335130884,1.31465157009658,1.1507025096938,1.15525290055878,1.07053645771381,1.24674551811352,1.28562687192039,1.01204928634641,1.10145053229548,1.20117047617099,1.53023709214236,1.43697445817378,1.31011894500948,1.111659548898,1.21669302834895,1.1515751641178,1.27540220152413,1.39863779410081,1.40030716415214,1.29013056587171,1.07187658206539,1.16125343909672,1.18730773219038,1.39148009950249,1.42447295927834,1.13617117371422,1.56919673717683,1.60368855300562,1.29356498125037,1.56303881733811,1.66190599844196,1.61047523736639,1.15712304339211,1.50413088973824,1.30022846391614,1.26570883295524,1.26746831329217,1.23243405726309,1.39382277481745,1.11100376775191,1.27329089030366,1.25285434676236,1.22568093385214,1.41477386265237,1.16258129064532,1.39525807395844,1.28228446707894,1.48022258161783,1.13413609633156,1.5980479758059,1.58541741194836,1.72808860034371,2.26824751009722,1.16873630387144
Rpl23a,1.56889456506315,1.06823388378956,1.31264550912878,1.09352033859286,0.905996157605582,1.28452325991907,1.24638791212617,0.985162388460017,1.0145482388974,1.21900796988836,1.20216998191682,1.35184650574049,1.23491439797923,0.996410778378958,0.818198165797518,1.14639198660651,1.07675027602862,1.17422052217231,1.17255580038707,0.957847266221908,1.23001007686433,0.894794289067682,1.32121088296387,0.833507683793506,1.64042269440773,1.08784012645365,0.537135157772073,1.62643925170222,1.38606542228793,1.03558416928682,1.11261011539485,1.02721751518332,1.02340012508224,1.05606111672846,1.07337776065929,1.14349608993612,1.00364925710073,0.963482811942429,1.42527709588633,1.02315545393063,0.966665910277065,1.15023525075345,0.681413575068039,1.14462405123624,0.746121353282539,0.680917083261507,1.02581711268966,1.0463560043801,0.829207466901383,0.94993649449619,0.992335423251876,1.12024573132171,1.0132118686836,1.07187658206539,1.40422338943081,1.48283847775742,1.43034825870647,1.08334165941108,1.06277875007057,1.04223165193717,1.85814324343063,1.70409758009031,1.31490171971753,0.918592573357569,1.08822713167212,1.03110758866653,0.997342537400345,0.90377637414326,0.732778798026719,1.0724731881703,0.98694922471882,1.18413262285376,0.714906772292532,0.519982667244425,1.23552438427663,0.863813229571984,0.787317658029708,1.2416208104052,1.0049760952288,1.10040014550746,0.394726021764754,0.532063847661719,0.921025500034367,0.856938437022342,1.02157723887722,1.01753159331464,1.20525931336742
Rpl24,0.442173974741025,0.313917517918188,0.379855409876241,0.227558483415679,0.169874279551047,0.42636395730929,0.201928767886363,0.166772690542097,0.16271056661562,0.362138040177362,0.103435804701627,0.0166551930892052,0.336794835812518,0.273209406974875,0.188814961337889,0.227008314179507,0.225595728636021,0.255748787973135,0.25231778290358,0.115537997092915,0.0149119517033516,0.229958882663623,0.0136207307522049,0.224743367371043,0.063990239993302,0.282262617138986,0.3486826532656,0.565521297532065,0.0710358528922565,0.398013674701802,0.419471958828299,0.112469071005473,0.211177803588398,0.140433659139423,0.294324978379832,0.258966180969473,0.199238668041869,0.190317592482455,0.0312430261102433,0.0247979131106889,0.149008751427685,0.214652761215065,0.138124373324603,0.0388008152961436,0.126327424894398,0.133597655576625,0.10014950890973,0.109502372551405,0.100487769098177,0.220505221563647,0.188751912674483,0.189719035143193,0.231628256059214,0.0683327555807162,0.0500232250687819,0.0449344993259825,0.0466417910447761,0.305448109504575,0.187715237396263,0.272256431526444,0.590376482007904,0.501660811678992,0.055474758984662,0.227213710724487,0.249770833158129,0.281355260550822,0.214573341379834,0.171347937105228,0.041410104065392,0.032499187520312,0.293078830690614,0.342905072034735,0.299487972176601,0.0399986667111096,0.0397569727613766,0.11284046692607,0.227802571105042,0.437218609304652,0.443945750804957,0.481993452164423,0.0465995997916724,0.0980117614113694,0.391779503745962,0.455299359328759,0.410540385717014,0.0109711922524787,0
Rpl26,1.17440045409394,1.58431834690426,1.38157088592084,1.63452513768616,1.60301998719202,1.81136789506558,1.33168540890576,1.58691951928202,1.35911179173047,1.49417585081053,1.20216998191682,1.46288112633519,1.31911310693236,1.48791985857395,1.5554756338788,1.35353707329531,1.5514876908734,1.55154264703702,1.23271330993493,1.36782080429354,1.00045639609759,0.126926598577428,1.15095174856131,1.56847923654746,1.33362836621555,1.21824545557186,1.7252052948781,1.34594068812631,1.63497967104047,1.57333932225383,1.44812359201305,1.64954637474694,1.56271574655415,1.42961465003932,1.61769728857656,1.57402155416903,1.52307813386685,1.46306649220887,0.980435914602395,1.329103732569,1.47420333265258,1.37356085080549,1.73729767337167,1.81908760601365,1.60277920334768,1.40062058265816,1.47720525641851,1.41136391288478,1.55976088311879,1.61321620095964,1.49960618856455,1.26479356762128,1.44800010352101,1.31652779821387,1.50784292707328,1.41543672876845,1.61173300165837,1.48870270193117,1.67108903065545,1.59259377426113,1.25078000416002,1.54917961826392,1.43484714454923,1.56128278369255,1.49526108200389,1.51694075688528,1.45331088783249,1.36406396989652,1.39534046307299,1.16997075073123,1.47290899526565,1.52210380895994,1.46845715389817,2.33658878037399,1.41086282824988,1.70817120622568,1.83973889295943,1.6248124062031,1.61967021172797,1.80065478355766,2.58490721197336,2.12825539064688,1.39528489930579,1.41955835962145,1.1838839029979,2.08712986172579,1.51570489408327
