,Stromal cell (c34),Endothelial cell (c17),Principal cells of cortical collecting duct (c81),Dendritic cell (c33),Macrophage (c25),Osteoblast (c68),NK cell (c63),Macrophage (c27),Dendritic cell (c90),Smooth muscle cell (c53),Neutrophil (c12),Stromal cell (c30),Dendritic cell (c85),Stromal cell (c28),B cell (c72),Muscle cell (c49),Myocyte (c2),Monocyte (c26),T cell (c3),Mast cell (c83),Trophoblast stem cell (c9),MSC (Cultured) (c5),MEF (Cultured) (c93),Trophoblast progenitor cell (c50),T cell (c8),B cell (c24),Testicular cell (c7),Leydig cell (c71),Stromal cell (c32),Gastric mucosa cell (c69),Stomach epithelial cell (c16),Endocrine cell (c74),Epithelial cell (c46),Mast cell (c75),Neuron (c4),Erythroid progenitor (c35),Erythroblast (c20),Macrophage (c91),NK/T cell (c59),T cell (c15),Intestinal epithelial cell (c31),B cell (c56),Prostate gland cell (c10),Urothelium (c44),Placenta endodermal cell (c77),Spongiotrophoblast (c78),Myeloid progenitor cell (c38),Hepatocyte (c94),Erythroblast (c14),Myocyte (c51),Proliferating Myocyte (c1),Microglia (c66),Cycling cell (c55),Monocyte (c13),Endothelial cell (c62),Stromal cell (c45),Epithelial cell (c67),Myoblast (c42),Pancreatic acinar cell (c70),Stromal cell (c23),Luteal cell (c54),Cumulus cell (c40),Adipocyte (c43),Neutrophil (c64),Chondrocyte (c22),Osteoblast (c52),Chondrocyte (c11),Neutrophil (c87),Oligodendrocyte (c19),Astrocyte (c89),Proliferative neuron (c21),Cardiac muscle cell (c65),Cartilage cell (c95),Endothelial Cell (c48),Muscle cell (c88),Secretory alveoli cell (c18),Epithelial cell (c60),Alveolar type II cell (c36),Eosinophil (c82),Clara Cell (c79),Macrophage (c41),Hepatocyte (c92),Renal tubular cell (c57),Proximal tubule brush border cell (c37),Intercalated cells of collecting duct (c80),mESC (c6),Oligodendrocyte (c84)
Rpl27,0.750390236980275,0.785809709092941,1.0599191275579,0.742000035417663,0.642421382587886,0.909757488526193,0.835567315391846,0.785722882244726,0.947549770290965,0.734256262564337,0.734900542495479,0.594035220181653,0.757788380578164,0.660256066855949,0.659353833243421,0.817229931046225,0.720379026279198,0.719803110498302,0.760047163487485,0.700682046886065,1.00452329201668,0.780292734025695,0.915994143085777,0.976587545302999,1.02384383989283,0.777915772835046,0.748347626590921,0.907096161241432,0.462599334688597,0.820981184808105,0.903995718758312,0.843518032541051,0.705821197378146,0.74429839343894,0.948380485890569,0.908938750081363,0.748491212373508,0.701796122279053,1.09350591385851,0.862452094940582,0.714031783491041,0.776219075909022,0.567844645890033,0.834696551278152,0.651375784611741,0.736941906567833,0.799765364007697,0.730015817009368,0.733487365680126,0.657105560259667,0.689777210288367,0.49688318727979,0.696178780781325,0.792061429650929,0.91828348876264,0.777712488334313,0.792910447761194,0.660852685516907,0.667588776604754,0.531219091982261,1.02613880607363,0.903991871363415,0.751158223008531,0.619968839262529,0.66773751356079,0.786209629482861,0.612310439628308,0.618196478967881,1.14327896006626,0.682482937926552,0.831642493925503,0.969508584961516,0.714906772292532,0.396653444885171,0.946012069809167,0.466926070038911,0.475587823885965,0.846423211605803,1.06351839203825,0.900327391778829,0.411172939338286,0.630075609073089,0.811052306000412,0.76913070343751,0.945197632232194,0.791413461466941,0.821767713659606
Rpl27a,0.673194267063999,0.679138707858605,0.710697218478128,0.870389063025731,0.691630995314975,0.467099367243299,0.832085784911047,0.796038718773103,0.995405819295559,0.761345328561856,0.84122965641953,0.651218049787924,1.03283749649172,0.755343654577597,0.674339147635317,0.698050566101983,0.560966529739499,0.904387018339783,0.885862297741859,0.592598114121725,0.632176376757238,0.565052749088671,0.670820989546089,0.563545680945407,0.624951409280379,0.933160212261488,0.83119389668797,0.859592372248739,0.624884494548143,0.951988820681739,0.94982038652947,0.952238134513009,0.646528967909096,0.702168295697113,0.523971134350268,0.749932585105493,0.659848644887105,0.76127036992982,1.1113590716358,0.650220604811439,0.752607653149984,0.787060124455237,0.47985430436473,0.939602459301058,0.742173621254589,0.780037924495777,0.751121316822971,0.559678793040516,0.564785271573697,0.637701100762066,0.593666401812573,0.795013099647665,0.612067961541945,0.788071195748406,0.889698788723336,0.89868998651965,0.86028192371476,0.59947759809309,0.616778637159149,0.732752661412968,1.10171254246689,0.94591084926938,0.982802824714755,0.584263827577253,0.7720189388524,0.967703586288884,0.571019188079886,0.698830802311517,1.02805084440604,0.844978875528112,0.661306079507026,0.574797710676929,0.705245869964255,0.833305556481451,0.798197683901484,0.638132295719844,0.708719110104576,0.95447723861931,0.809835105863987,0.79119679883594,0.890874701899619,0.924110893307197,0.690769125025775,0.928485479202576,0.945197632232194,0.639676294042829,0.967859751643536
Rpl28,0.656733361714205,0.742125394301737,0.617265041048891,0.753510775823903,0.735447773770602,0.638188088966135,0.560526407408697,0.797758024861166,0.631699846860643,0.76847403014015,0.892585895117541,0.765583709000466,0.589390962671906,0.724540633202978,0.800215788527243,0.766153060355836,0.710515179187919,0.69756408545716,0.564793075355015,0.752860497186091,0.972891879312604,0.721417143119298,0.864916402765008,0.645884091814077,0.851010387948305,0.620977757705769,1.0269295897744,0.751012283122582,0.578104786545925,0.834705794280581,0.837021204323541,0.716053085401515,0.713943420593085,0.719020334793843,0.716554144895097,0.812465711389863,0.766716786996881,0.6899012727489,0.73495499516477,0.667289298251264,0.798747418820486,0.920405021573687,0.644580408848145,0.862958873530898,0.848762386009238,0.620582658162386,0.783312230401099,0.70568195644239,0.673708145377196,0.699442562799887,0.787275900475003,0.623362544041919,0.760879410965463,0.846927145810628,0.73962911351699,0.803636237945456,0.756633499170813,0.780748205135525,0.688759668040422,0.843356836720586,0.965471815849685,0.913560333711515,0.865856035503846,0.889379381978707,0.795145867848523,0.803645730136715,0.717479610238819,0.92393495497917,1.06405963054985,1.03997400064998,0.666315974048746,0.873297809354648,0.695584967635977,0.989967001099963,0.846109933126733,0.684824902723735,0.928528608539266,0.621310655327664,0.73177871011806,0.882138959621681,0.800416655245196,1.03612433492019,0.752629046669874,0.972389345994992,1.16478900133664,0.73971869119255,1.29656683710738
Rpl29,0.475095785440613,0.534370920469149,0.641771841686068,0.432095486018878,0.440864201692002,0.505119083181707,0.423005953417122,0.477107439437443,0.631699846860643,0.577424827841857,0.631464737793852,0.449690213408541,0.387314061184395,0.417849681255692,0.563447821135287,0.48806787548594,0.430827385857789,0.491482453409243,0.465103488104282,0.521784503000261,0.0381836339070669,0.0277174048098299,0.0510777403207682,0.406292814286389,0.439559125187635,0.460088065936547,0.748347626590921,0.549686701201167,0.447583625947145,0.688725857164246,0.669745144347703,0.543600509859789,0.447534499143105,0.47185709470846,0.521064220983554,0.551174878885655,0.52191418239658,0.618532175567979,0.596593022390835,0.249267334385366,0.543087733629838,0.636369549662843,0.322290204424073,0.579138094975774,0.465832379298093,0.452508188243406,0.475710167321215,0.425842559922132,0.488502585542964,0.485993508326277,0.460429757571762,0.523985906585961,0.429612184422676,0.514740173425541,0.593132525815557,0.501192492482113,0.435323383084577,0.416779663436148,0.390955795178682,0.536004849567687,0.718297164251543,0.614204154535223,0.449795343118881,0.44793560114256,0.512997334095821,0.515157519318407,0.480672518025219,0.517403574788335,0.453710705412121,0.32499187520312,0.538563663234889,0.446516676534439,0.425079702444208,0.546648445051832,0.344560430598597,0.365758754863813,0.424965030307067,0.451225612806403,0.60981559176505,0.445616587850127,0.592089032647131,0.392047045645477,0.601415904873187,0.699209730397737,0.620584303990835,0.0306821478247287,0.566106647187728
Rpl3,1.50475379594154,1.01439042602366,1.19470653106237,0.977527492960739,1.25720448953453,0.993944002389811,1.20809107683738,1.02556608152949,1.13897396630934,0.906770840759064,1.02784810126582,0.976549488130399,0.943025540275049,0.991053731183372,1.06395732182461,1.45569081467609,1.34211958164561,0.944417263413839,1.08764777262524,1.15537997092915,0.812023551846145,0.532365326864665,0.885347498893316,1.06162557620015,1.53337360133482,1.11098566105905,0.291327543198412,1.14913927658516,0.659536130105341,1.15161950391775,1.10491926206262,1.34587988303217,1.19559125723893,1.07572182900798,1.0457620836755,1.1971955403885,1.286145663763,1.42738194361841,1.19616157107788,1.15100962931951,1.43865302139826,1.11337568569632,1.40068345986208,0.906310401732145,0.888239706288737,0.930873987243579,1.29049795766537,1.31402847061686,1.42699966993069,1.17573384137736,1.14396150016134,1.29189628692746,1.11026281395981,1.23921701635248,1.37206560188659,1.28581798071273,1.46662520729685,0.959164156948945,1.27448766442726,0.878452392347042,0.988351937877002,1.21565035927298,0.833620702580326,0.912100753051156,0.833830912714765,1.03190013869626,0.930994201578949,1.34054562558796,1.13967808145187,1.20246993825154,1.11219658826182,0.893033353068877,1.21727369336296,0.583313889537015,1.40984341869189,0.78988326848249,1.30686738160261,1.12656328164082,0.84398477900283,0.854856311385959,0.616759409007429,0.714085690282834,1.49494810639907,1.17890012683339,1.489402329578,0.657527725504489,2.17311906501096
Rpl30,0.683978998155243,1.15712638481818,0.747457419433893,1.30248454904461,1.12238363274799,1.15145425413464,1.05664450092261,1.13646132420955,1.08154670750383,1.13916651221147,1.05171790235081,1.05649441495858,1.21246140892506,1.26962018535383,0.866151171851586,1.04423824522573,1.06688642893735,1.0481993802725,1.17839967274315,0.991390555700496,1.1294673721978,1.38548793145964,1.18840875812987,1.31538985887736,0.933539856350882,1.11550186293327,1.80349957211267,1.01115207998733,1.29943633339494,1.04307031990817,0.999810933188916,1.15093349328935,1.14442125098482,0.999887653072688,1.19546812206129,0.927768427512716,0.811866505950236,0.975377661472582,1.39700959607231,1.00351035393385,1.02566429916722,0.976778474014007,1.06816182037693,1.26102649712467,1.16458094824523,1.17652128943286,0.922090835604581,0.863852050127753,0.828107235852862,1.13692492238216,1.19947676859501,1.21962236877767,1.08955861230088,1.03197424304016,1.10408403901812,1.18385123224223,1.08312603648425,1.30885942250325,1.08677242703099,1.10551000223335,1.08299244262636,1.20015856309034,1.01653747544867,1.15878992469488,0.946522130368601,0.878937982960174,1.00051878751945,0.860099448998791,1.48716286773973,1.33246668833279,0.996969013802259,1.19400039471087,0.879142111873249,1.52328255724809,0.91135214483771,1.10894941634241,1.21627922467195,1.10455227613807,1.08303249097473,1.10040014550746,1.439105287684,1.26015121814618,1.27843838064472,1.20491723308075,1.46075997708612,1.27284425369859,1.07742878013148
Rpl31,0.769689229459344,1.13934788461245,0.937385124372013,0.734916502859976,1.08733020998348,1.00209108437661,0.792048184381854,1.03846087718997,1.9333843797856,1.14629521378976,0.962748643761302,1.0120805667207,0.578164468144822,1.30578025392404,0.830186417311035,0.910870860645271,1.15088822352114,0.805052706489348,0.781703866924714,0.890760687264731,1.42499514231876,1.15132364944556,1.21224503694623,1.06162557620015,1.12132429894805,0.725414926047194,0.887638608182662,0.898047820480919,1.3184947329514,0.922044218196337,0.987313296524055,1.26340256429482,1.23214126170615,1.13470396584653,1.24633910597879,1.09746798954837,1.0608112866013,0.749375520399667,0.916462099233802,1.03378313097807,1.06197100002269,0.847769996314043,1.25642022550083,1.18773606823195,1.46460858236943,1.03861403206344,0.900630226552496,1.07068986494707,1.0169802325155,1.02579029071408,1.22966319580582,0.975697895022134,1.17755146935131,0.910022719394282,1.16839961410655,1.19422073208669,1.02352819237148,1.16041735059448,1.150285101338,1.18527262865712,0.921791582888442,0.850681866852568,0.964061352084801,1.06790444040509,1.03440446055387,1.14602734297603,1.05486795622422,0.83658110469023,1.22789960750423,1.10497237569061,1.1572856391373,1.39382277481745,1.0723601584388,0.396653444885171,1.04489479693362,1.1011673151751,1.2242722973423,0.959479739869935,1.03912576836765,1.30047289923609,0.427619856911817,0.742089050686082,1.11691525190735,0.965885069433152,1.2507160588123,1.42011856325729,0.821767713659606
Rpl32,1.84759472115794,2.44327388541503,2.29904423477515,2.58637482512529,2.74293033132226,2.50115416994813,2.7034084183407,2.60646802950329,2.23966309341501,2.31255079199875,2.42242314647378,2.6131997956963,2.3014313780522,2.39593935822575,2.5774740754061,2.42047614993899,2.49746244578861,2.43887974617859,2.53314678776087,2.69091722261563,2.41957713319988,2.51979882898744,2.32233459325093,2.36891657499207,2.80959016344423,2.62334876368974,2.15309262395077,2.11052548238967,2.02076788024395,2.20716674152817,2.20214767079302,1.94196595936118,2.59098920556535,2.55027524997191,2.35750674040537,2.43135304017928,2.42897203616948,2.85476388723683,2.21527932753106,3.74126437151783,2.22832376500488,2.40346046269595,3.53086823957928,2.5625303879842,2.30942323635072,2.03413204619893,2.75339614138249,2.84706168633654,2.4487475703231,2.56844482077336,2.42011873328036,2.25855994218087,2.59190724517657,2.70014140391392,2.22960660306571,1.97020497044693,2.06519485903814,2.93315824781262,2.54191836504262,2.46253815312297,1.96942383692713,2.23355249668521,2.35467862122734,2.67462996624253,2.41907677299448,2.28650683574401,2.20749383278102,3.01706759844107,2.03269597781859,2.20994475138122,2.22439317652363,2.75064140517071,2.26065114481693,3.76987433752208,2.90735605937041,3.24513618677043,2.57643375741024,1.80690345172586,2.05873743779881,1.94616224081484,3.73070913626271,2.87034444133296,1.45714482094989,1.52850499203226,1.30800076379607,2.85790260556518,1.2600438276114
Rpl34,0.921810699588477,1.2912270720842,0.98793040068619,1.00143441534293,1.05766962149044,1.23564076799826,1.19416495491418,1.08832075374379,0.957120980091884,1.26178017935813,1.01844484629295,1.23081876929227,1.0833567218636,1.12765843467081,1.14188095666247,1.10382792769785,1.00738515777383,1.17792702634583,0.929863219011148,1.23737467854348,0.284682714336712,1.26639866803533,0.360949364933429,1.44294690522309,1.13208901221795,1.01275827029468,1.69425174341327,1.15366344696541,1.07477822953243,0.958227279532864,0.964561188749563,1.02346854614981,0.968169007220656,0.971800921244804,1.28630916477112,0.996113182633923,0.991636946553503,1.29653859878673,1.3077438071859,1.07629383916782,0.963640351872442,1.01905856334425,0.944361456137838,0.931459078312979,1.44881765425763,1.94363040855025,1.1045060125473,1.30186154033337,1.04741995819122,1.09635196161445,1.0894871430108,1.0028006143283,0.944629200688415,1.03496691846705,0.950441276306857,1.00756973488645,1.08571724709784,1.39164442414467,0.966804042228871,1.11827202246116,1.01261873396658,1.07030085979469,1.32089899095911,1.09062581147754,1.20932814168818,1.09688924113335,1.29449838187702,1.06168525735788,1.02985128371323,1.13747156321092,1.13474111369956,1.33708308663904,1.19795188870641,0.659978000733309,0.954167346273039,1.07782101167315,0.864584027176447,1.05652826413207,1.03424724363353,0.909421607857403,0.605794797291741,0.854102492299076,1.30249501683965,1.24069075417087,1.09795684552225,0.272048377379261,1.00438276113952
Rpl35,2.00879807010075,0.960039011109023,1.57456194093861,0.813720802564239,0.852067814890964,0.760394318768161,1.04097761375901,0.845898595326926,0.880551301684533,0.922453984231312,0.828209764918626,0.923808043347916,0.785854616895874,0.810253388332351,0.995024875621891,0.624272863993644,0.756970717101684,0.79912229981171,0.969739053911441,0.775222690171816,0.700183914071008,1.21249309454311,0.698062451050499,0.514277615425629,0.870147655983685,1.15897030597268,0.83119389668797,0.8324473499672,0.792367399741268,1.06178569646155,0.967765710971323,0.798530404138862,0.758615648275246,1.05044377036288,1.5551986511922,1.30343211552588,1.15028228929786,1.39169739502795,0.853976047013316,0.519145921226369,0.850938301300234,0.841265367186314,0.713131023757392,0.727874553610991,0.647428052583791,0.637821065333563,0.92423689650979,1.11935758608103,1.08959548171783,0.772650296359018,0.711636347234125,1.27382780739001,0.768643486587559,0.798794949361438,1.02190302640512,0.9678199854827,0.811048922056385,1.10475157362869,0.803082481793033,0.847079092620362,0.81605768564099,0.627417745396886,0.88834580265979,0.908854842897949,0.97469493478206,1.40836140281355,0.849470448521809,1.01800833221341,0.477116416405603,0.779980500487488,1.77851256231056,0.986777185711466,0.541010530383538,0.443318556048132,0.636111564182026,0.945525291828794,0.702058216212616,1.04452226113057,1.30744462874427,1.22771917060749,0.56193635042899,0.490058807056847,0.859165578390267,0.874825197567401,0.954745083062822,0.561204376575947,1.05916727538349
Rpl35a,0.739037888463176,0.86708285289053,0.946575174610955,0.963360427845366,0.794768950756682,0.75496293077696,0.81641889774745,0.945618348434572,1.1198315467075,0.922453984231312,1.05895117540687,0.844418289622704,0.926185798484423,0.796860770343387,0.917101240784032,0.797366703555518,0.700333143480792,1.04375157526427,0.862143051120133,0.704409079050352,0.253277240294805,0.522234137520382,0.323492355364865,0.800437338444614,0.801971138607644,0.891385344924918,1.52946960179166,1.01793833555772,1.03146368508594,0.892099615710935,0.754664983224326,0.952238134513009,0.735873423273418,0.828558588922593,0.718734329920133,0.820601991761435,0.760917740525808,0.666111573688593,1.0473852562672,0.557147917941451,0.826733834063249,0.913900392445957,0.465530295279216,0.828469259934326,0.71453949705894,0.788657128081365,0.801911424912906,0.912519771261711,0.75549198665053,0.760302003951454,0.685613565155842,1.12024573132171,0.710412919421835,0.867377094561062,0.925429663772466,0.969548235456776,1.08053482587065,0.75077432523087,0.746626771297917,0.847610843463187,1.08403244817306,0.966414697158167,0.970058623326387,0.766034796156842,0.920451774045699,0.817119080641965,0.847352948442402,0.83658110469023,0.729177919412337,0.617484562885928,0.866711755717542,0.848628379711861,0.666602260651145,0.673310889637012,0.727858424400587,1.04280155642023,0.771331512689003,0.915457728864432,1.10742511464533,0.891233175700255,0.84975740796579,1.06412769532344,1.23376177056842,1.53988747601548,1.17433645216727,0.601927954597859,0.675675675675676
Rpl36,1.41677309493401,1.28817932919179,1.39995098639873,1.05190458481645,1.13788803127844,1.51264155554952,1.27772168645336,1.10379450853635,0.870980091883614,1.23469111336061,0.971428571428572,1.43678799049544,1.07213022733651,1.2066748808057,0.950068932446203,1.25138333191453,1.12956958625934,1.08304051950363,1.19936886178554,1.21501248555775,1.06371922150575,1.39695720241543,1.00452889297511,1.01640694072309,1.22059887688158,1.19227729479508,1.64417982192604,1.35725111407696,0.799297726852708,1.20651794180766,1.09883066984128,1.25215565719427,1.0948756893737,1.03359173126615,1.21000268889486,1.29320364877305,1.24058172720457,1.27274889972642,1.25567209700216,1.10270200637661,1.4242816189763,1.14373062162572,1.27995252614132,1.16162934682899,0.856657850065138,0.930873987243579,1.32054281033829,1.42353084316827,1.32467818241831,1.21101467682755,0.992335423251876,0.776944620110218,1.11155682656349,1.16464952029907,1.40422338943081,1.26507898102382,1.29042288557214,1.62287149769487,1.36199401569469,1.20175690478469,1.11592595160508,1.14092522474495,2.17326116616939,1.24967540898468,1.1950314946724,1.24192589657222,1.32979004986713,1.3170272812794,1.36293255554355,1.42996425089373,1.09215701009494,2.21284783895796,1.09168196309535,0.969967667744409,1.16008807698581,1.12062256809339,1.36015453273829,1.41170585292646,1.28793052980779,1.6096762459076,0.844275102107947,1.44217306076729,1.42277819781428,1.38378483853133,1.78537330532748,1.42476737353377,1.2600438276114
Rpl36a,0.738470271037321,0.916862653466554,0.647898541845362,0.658768527864846,0.78196096936196,0.871737772587785,0.779862827699057,0.685143476093049,0.631699846860643,0.939562868019219,1.02206148282098,0.888832137860585,0.634296940780241,0.796860770343387,0.761253971108314,0.916546068499759,0.870245864343465,0.629364408664324,0.766922307435812,0.916849912414744,1.11500729781879,0.847005660085217,0.997718527599006,0.806511483508696,0.873137854114214,0.738399006435588,0.0646382986471477,0.717081005270659,0.896899833672149,0.961970354843539,0.84503250987794,0.712304116367999,0.873951217927371,0.954948882148073,0.712920503186704,1.02540379197158,0.972582936719977,0.773165219459974,0.775124600163654,0.888538211329748,0.735967081924558,0.935582489538388,0.679367288055823,0.691468850370165,0.615846196360191,0.603344250991208,0.988618723666044,0.815184328993795,0.87064950306231,0.892605136889642,0.958332321336252,0.623362544041919,0.91874894861476,1.08384728377297,0.814663951120163,0.881407486778888,0.782545605306799,0.966300795021481,0.996443290238808,0.937476735900627,0.697497053317618,0.849770584724178,0.744411292861748,0.801739807842119,0.938112338006375,0.776699029126214,0.938758368536772,0.9911302244322,0.748982751791437,0.617484562885928,0.826632599383783,0.81409117821196,0.859820307216694,0.743308556381454,1.00004077638232,0.568093385214008,0.88589888763072,0.730365182591296,0.775685432725144,0.909421607857403,0.73462898495107,0.728087370484458,0.872912227644512,0.88620768155062,0.782890968111514,0.824698943046495,0.529583637691746
Rpl37,1.45253299276288,1.72857817714498,1.61898051709349,1.39102870601569,1.45202062759109,1.84667191700839,1.51098422866692,1.43819954266458,1.43568147013783,1.68237357247751,1.34394213381555,1.61111234482912,1.40331181588549,1.46381314619382,1.02799256728406,1.62878465423796,1.51521418866676,1.46036264436834,1.34512191349006,1.43118035108643,1.44894464050899,2.06389530849472,1.5425477576872,1.41797541995964,1.35276563425093,1.40849045952354,1.3209883286903,1.67846721107517,1.607835889854,1.65568697908869,1.54009337977754,1.63455049861288,1.38646350278998,1.4099539377598,1.58862815490941,1.57843839208503,1.60882117811771,1.57012013798025,1.02655657219371,1.49528195549258,1.30401567239254,1.27382320418031,2.1925965335898,1.76831123044092,1.38960167383838,1.36614376831581,1.38635534476468,1.49653242486921,1.53005464480874,1.59292972057578,1.35943013576953,1.85201915258831,1.45317615393574,1.3723910728492,1.80083610247615,1.6591199751132,1.74129353233831,2.07390702387919,1.52994975441766,1.44689404332706,1.70768910767524,1.69316219454962,1.77744126422478,1.72033238119969,1.60080397614983,1.6984347136913,1.76352464946551,1.37750302378713,1.90126390839365,1.72245693857654,1.42281004984845,1.99082297217288,1.62303159115061,0.553314889503683,1.60658946338281,1.60700389105058,1.4933724105775,1.64182091045523,1.76602595375159,2.18261185885777,0.452290233272114,0.910109213105573,1.83174101312805,1.5512699599987,1.53713958373114,1.47646214380816,1.64353542731921
Rpl37a,1.76188448985384,1.84337649275907,1.64655066781032,1.3423294196816,1.31854797937241,2.02047633272683,1.70246840511089,1.56886680535736,1.42611026033691,1.84205648783131,1.6499095840868,1.92145410939131,1.61100196463654,1.54952590132319,1.3396871066355,1.45285321074884,1.32907384839585,1.69090720396151,1.67581633740456,1.72561589206515,1.10077316210195,1.38663485855522,1.16116729662546,1.32956286402689,1.37489310041683,1.68736592525686,2.40709382567688,1.85943402628543,1.86830068379228,1.49099166541897,1.50003685200555,1.97945564969633,1.24919793045752,1.69082125603865,1.33718014868862,1.45220981374892,1.2612926074584,1.60580468657071,1.3746931488507,1.33457859650253,1.13155884332902,1.30959866438282,1.10908756062125,2.04518618403562,1.51592909873278,1.24978451991036,1.25616098318204,0.949020562112179,1.21538856493197,1.45004233700254,1.25464506660097,1.33706748577107,1.2306059861023,1.4531933093753,1.87587094007932,1.81293422280599,1.64023631840796,1.8812177959207,1.15169649410038,1.67980091248445,1.58496845316508,1.62937244556228,1.64400197909951,1.87938197870683,1.67186672161064,1.66435506241331,1.85916506971869,1.55893025131031,1.49796550358287,1.6249593760156,1.28253300268029,1.5961120978883,1.18829098637813,0.57998066731109,1.3711058554885,1.26459143968872,1.42942782921468,1.83891945972986,1.97580251731876,1.91887959257912,0.581124420931444,0.812097451694203,1.82143102618737,1.59354775765066,1.90949016612564,1.0934001770267,1.73484295105917
Rpl38,0.820207180360437,1.13477627027384,1.38463423600049,0.981954700809294,1.0650847686137,1.65114194932515,1.23768408592417,1.14763681378196,0.832695252679939,1.28174054377736,1.11754068716094,0.977104661233373,0.971091776592759,1.21337118980018,1.21081340286519,1.06126386878919,0.974293541725664,1.03559726608252,1.06942864116217,1.43490738325072,1.62630649031401,2.01629783402818,1.35526270984438,1.51516174098496,0.816922129260285,1.04154905724286,2.08208153529615,1.22378808785939,1.19894659027906,1.29385636572341,1.25649316315184,1.66454225088101,1.10137346794565,1.28075497135153,1.3277326802468,1.2006825176906,1.01607578525302,0.868324015701201,1.23633117607677,1.0292744195034,1.21778725786078,1.057002233256,1.47332664879576,1.05935806206693,1.26722198097193,1.16359248405447,1.04870842901188,1.48436549458572,1.05805552499358,1.29039655659046,1.04264613526989,0.858252778028729,1.11932090218559,1.20505063856212,1.51498910208311,1.57270747640939,1.97709369817579,1.0676410556515,1.26037373680348,1.34852013740442,1.27747347985856,1.04113983168619,1.02403406450065,1.1198390028564,1.21101010016063,1.82682781850604,1.12615712556423,1.28006988308023,1.77703359619747,1.72245693857654,1.30006763357631,1.2951450562463,1.08202106076708,0.626645778474051,0.950089708041103,1.1284046692607,1.06707520149204,1.41970985492746,1.58552053858913,2.22808293925064,0.753817055453524,1.13413609633156,1.32655165303457,1.2878467592442,1.02157723887722,1.2365835335421,1.42439737034332
Rpl39,0.736199801333901,1.205382313948,0.765837519911776,1.16524110573943,1.17024503690721,0.966787062433805,1.19242418967378,1.27142685212248,0.957120980091884,1.59968063416929,1.07775768535262,1.20028424862872,1.38647207409486,1.47988428778058,0.947071869567824,1.25138333191453,1.17411599247802,1.12751856958591,1.11102326204955,1.45726957623644,1.03728439803162,1.22224197485553,1.64810842101679,1.12101721682673,0.868353537105369,1.0968725302021,0.0855774658145336,1.51559707738593,1.69677508778414,1.02310725158457,0.916493355423173,0.809777311239409,1.3052412706406,1.28356364453432,1.20782250386983,1.11745999274709,1.06122550420638,1.08243130724396,1.42974038533066,1.54713213745129,0.949268949450483,1.34537412458533,0.742802185434529,1.38054258868501,1.39749713789428,1.23254611273918,1.25616098318204,1.00985521352963,0.935929878607841,1.17132373694609,1.61480037056442,1.14734845062788,1.40529768759948,1.28884555051511,0.796798513595598,1.02312398465314,0.945791873963516,1.28316752544211,1.16581042172416,1.46763232619724,1.96353047216252,1.40701960623499,1.03602860698382,1.25292131913789,1.38214937473194,1.3180106994254,1.22109171245761,1.19943555973659,2.04169817435454,2.30744231394215,1.16730542822074,1.31241365699625,1.13032557240846,0.64331188960368,1.46998858261295,0.731517509727627,1.40811296876041,0.96248124062031,1.32695872768075,0.954892688250273,0.529042515281928,0.728087370484458,1.23032510825486,1.12361377605776,0.763796066450258,1.20776090982796,0.675675675675676
Rpl4,1.9287640130552,1.11496594147318,1.41679941183678,1.14841771591493,1.33742289932253,0.996659696385411,1.33864846986735,1.10809277375651,1.22511485451761,1.1691070588403,1.38661844484629,1.23526015411605,0.954252034802133,1.28435206514169,1.30971647785171,1.32799863795011,1.59348858816529,1.14012068377589,1.17839967274315,1.6212589914651,1.74017957604869,1.63532688377997,1.35526270984438,1.29514270866376,1.69604037963555,1.17477701253246,0.561715919229439,1.04508335783926,1.38433284051007,1.0742626141638,1.13472131872498,1.56332008697608,1.52129240815796,1.48859678687788,1.44691612828209,1.4198971574161,1.59556621475526,1.3798025454978,1.21550249200327,1.38707288010048,1.58387982482017,1.39632705275254,1.8795146207207,1.14989329775794,1.37381074572658,1.41785898982934,1.46361353735219,1.76420489110597,1.72809623354238,1.38918289585097,1.3320194719804,1.26479356762128,1.48682048163149,1.51628888295896,1.28988458927359,1.31865473022018,1.28524046434494,1.1632720058235,1.66544345960594,1.15921683735869,1.0084587117798,1.26577087633446,0.893593414996177,1.29511815112958,1.29847194072778,1.37111155141668,1.36155255105822,1.56900954172826,1.25130531849771,1.13747156321092,1.48042383707823,1.05091770278271,1.30422181431746,0.76997433418886,1.26202903278421,1.22568093385214,1.23226537001266,1.1375687843922,0.907405600546395,1.25500181884322,0.624982867794194,1.14813777653318,1.21314179668706,1.32362028033432,1.32709566545732,1.32658450049463,2.00876552227904
