Transcript stable ID	NCBI gene ID
ENSMUST00000182561	
ENSMUST00000000128	216795
ENSMUST00000108783	216795
ENSMUST00000205126	
ENSMUST00000200621	
ENSMUST00000032172	66098
ENSMUST00000204970	66098
ENSMUST00000204654	66098
ENSMUST00000113550	66098
ENSMUST00000230783	
ENSMUST00000153920	216810
ENSMUST00000102683	216810
ENSMUST00000093048	216810
ENSMUST00000093046	216810
ENSMUST00000151284	216810
ENSMUST00000133420	216810
ENSMUST00000143124	216810
ENSMUST00000064019	216810
ENSMUST00000102682	216810
ENSMUST00000142225	216810
ENSMUST00000095254	216810
ENSMUST00000230612	
ENSMUST00000230325	
ENSMUST00000227643	
ENSMUST00000034866	110842
ENSMUST00000139342	110842
ENSMUST00000153186	110842
ENSMUST00000142587	110842
ENSMUST00000226288	105243944
ENSMUST00000125194	
ENSMUST00000227707	
ENSMUST00000113200	227738
ENSMUST00000195713	227738
ENSMUST00000195776	227738
ENSMUST00000127321	227738
ENSMUST00000133832	227738
ENSMUST00000147528	227738
ENSMUST00000191838	227738
ENSMUST00000124492	227738
ENSMUST00000145578	227738
ENSMUST00000145699	227738
ENSMUST00000138015	227738
ENSMUST00000028132	227738
ENSMUST00000228874	
ENSMUST00000150167	17381
ENSMUST00000120655	17381
ENSMUST00000005950	17381
ENSMUST00000065079	17381
ENSMUST00000138220	17381
ENSMUST00000148005	17381
ENSMUST00000127722	17381
ENSMUST00000120906	
ENSMUST00000133698	
ENSMUST00000119785	
ENSMUST00000121545	
ENSMUST00000061481	216797
ENSMUST00000121488	
ENSMUST00000201449	
ENSMUST00000041758	
ENSMUST00000073364	
ENSMUST00000125924	
ENSMUST00000035372	56787
ENSMUST00000225089	18776
ENSMUST00000035273	18776
ENSMUST00000217870	
ENSMUST00000090313	241073
ENSMUST00000126954	241073
ENSMUST00000124939	75079
ENSMUST00000094833	75079
ENSMUST00000126267	75079
ENSMUST00000143436	75079
ENSMUST00000136475	75079
ENSMUST00000138820	75079
ENSMUST00000146859	75079
ENSMUST00000129161	75079
ENSMUST00000123106	75079
ENSMUST00000114113	75079
ENSMUST00000137577	75079
ENSMUST00000201506	
ENSMUST00000196134	29815
ENSMUST00000200544	29815
ENSMUST00000029766	29815
ENSMUST00000197590	29815
ENSMUST00000197073	29815
ENSMUST00000199358	29815
ENSMUST00000197956	29815
ENSMUST00000198659	29815
ENSMUST00000199344	29815
ENSMUST00000197959	29815
ENSMUST00000079204	19894
ENSMUST00000202406	19894
ENSMUST00000202326	19894
ENSMUST00000200792	19894
ENSMUST00000058524	209032
ENSMUST00000229163	
ENSMUST00000229768	
ENSMUST00000202850	
ENSMUST00000230471	
ENSMUST00000212452	
ENSMUST00000141222	
ENSMUST00000230796	
ENSMUST00000230367	
ENSMUST00000093430	
ENSMUST00000228755	
ENSMUST00000228927	
ENSMUST00000182730	
ENSMUST00000120763	
ENSMUST00000190968	100041631
ENSMUST00000187186	100041631
ENSMUST00000190968	115489289
ENSMUST00000187186	115489289
ENSMUST00000136489	
ENSMUST00000028098	26428
ENSMUST00000156956	26428
ENSMUST00000154784	26428
ENSMUST00000150492	26428
ENSMUST00000128618	26428
ENSMUST00000141441	26428
ENSMUST00000142851	26428
ENSMUST00000123789	26428
ENSMUST00000090976	26428
ENSMUST00000153150	26428
ENSMUST00000123809	26428
ENSMUST00000149679	26428
ENSMUST00000123271	26428
ENSMUST00000156827	619305
ENSMUST00000193671	
ENSMUST00000217638	
ENSMUST00000237016	
ENSMUST00000196145	115490167
ENSMUST00000197796	115490167
ENSMUST00000198110	115490167
ENSMUST00000119597	76306
ENSMUST00000134170	76306
ENSMUST00000133289	76306
ENSMUST00000127841	76306
ENSMUST00000143931	76306
ENSMUST00000179321	76306
ENSMUST00000122298	
ENSMUST00000207205	
ENSMUST00000146366	
ENSMUST00000207416	84113
ENSMUST00000207303	84113
ENSMUST00000046575	84113
ENSMUST00000208687	84113
ENSMUST00000208410	84113
ENSMUST00000209018	84113
ENSMUST00000207363	84113
ENSMUST00000207393	84113
ENSMUST00000208991	84113
ENSMUST00000208765	84113
ENSMUST00000208682	84113
ENSMUST00000209139	84113
ENSMUST00000209003	84113
ENSMUST00000208655	84113
ENSMUST00000079952	
ENSMUST00000027231	226999
ENSMUST00000192345	226999
ENSMUST00000192294	226999
ENSMUST00000185633	24127
ENSMUST00000189106	24127
ENSMUST00000189612	24127
ENSMUST00000187175	24127
ENSMUST00000190665	24127
ENSMUST00000185759	24127
ENSMUST00000189806	24127
ENSMUST00000187359	24127
ENSMUST00000034981	24127
ENSMUST00000165443	18141
ENSMUST00000230411	18141
ENSMUST00000015017	20931
ENSMUST00000126947	20931
ENSMUST00000125408	20931
ENSMUST00000135506	20931
ENSMUST00000157066	20931
ENSMUST00000143098	20931
ENSMUST00000117219	
ENSMUST00000188372	108168550
ENSMUST00000196863	
ENSMUST00000183936	
ENSMUST00000197995	100861702
ENSMUST00000121055	
ENSMUST00000112785	
ENSMUST00000168866	
ENSMUST00000120597	
ENSMUST00000172848	
ENSMUST00000107846	12757
ENSMUST00000107847	12757
ENSMUST00000107849	12757
ENSMUST00000107851	12757
ENSMUST00000107845	12757
ENSMUST00000170241	12757
ENSMUST00000102724	14084
ENSMUST00000143217	14084
ENSMUST00000155204	14084
ENSMUST00000138850	667663
ENSMUST00000142435	667663
ENSMUST00000153002	667663
ENSMUST00000138863	667663
ENSMUST00000149423	667663
ENSMUST00000044749	667663
ENSMUST00000169364	100041177
ENSMUST00000167902	100041177
ENSMUST00000164523	
ENSMUST00000238955	
ENSMUST00000120187	
ENSMUST00000124096	
ENSMUST00000153166	
ENSMUST00000117872	
ENSMUST00000130557	
ENSMUST00000122054	
ENSMUST00000136264	
ENSMUST00000121064	
ENSMUST00000117754	
ENSMUST00000120715	
ENSMUST00000119260	
ENSMUST00000117089	
ENSMUST00000117691	
ENSMUST00000117858	
ENSMUST00000120141	
ENSMUST00000117357	
ENSMUST00000122448	
ENSMUST00000118296	
ENSMUST00000121080	
ENSMUST00000117073	
ENSMUST00000129542	
ENSMUST00000147859	
ENSMUST00000133806	
ENSMUST00000148675	
ENSMUST00000127091	
ENSMUST00000129103	
ENSMUST00000208844	
ENSMUST00000182102	171405
ENSMUST00000075619	171405
ENSMUST00000237830	
ENSMUST00000112776	100169868
ENSMUST00000166848	100169868
ENSMUST00000164603	100169868
ENSMUST00000084770	14348
ENSMUST00000108199	14348
ENSMUST00000149875	14348
ENSMUST00000023053	12818
ENSMUST00000110221	12818
ENSMUST00000125416	12818
ENSMUST00000110217	12818
ENSMUST00000070607	230376
ENSMUST00000128381	230376
ENSMUST00000123432	230376
ENSMUST00000125481	230376
ENSMUST00000105158	17451
ENSMUST00000181414	
ENSMUST00000222760	
ENSMUST00000192004	74227
ENSMUST00000091364	69347
ENSMUST00000193913	
ENSMUST00000075549	
ENSMUST00000235792	
ENSMUST00000162325	
ENSMUST00000072796	
ENSMUST00000189876	
ENSMUST00000214774	
ENSMUST00000214184	
ENSMUST00000223278	
ENSMUST00000186490	
ENSMUST00000212760	320869
ENSMUST00000212523	320869
ENSMUST00000212892	320869
ENSMUST00000212161	320869
ENSMUST00000060133	320869
ENSMUST00000212346	320869
ENSMUST00000212637	320869
ENSMUST00000212271	320869
ENSMUST00000221407	
ENSMUST00000173687	
ENSMUST00000192834	
ENSMUST00000236907	
ENSMUST00000004392	27056
ENSMUST00000167252	27056
ENSMUST00000164626	27056
ENSMUST00000163511	27056
ENSMUST00000164922	27056
ENSMUST00000171527	27056
ENSMUST00000190232	
ENSMUST00000216550	
ENSMUST00000190743	
ENSMUST00000189838	
ENSMUST00000161837	69496
ENSMUST00000022315	69496
ENSMUST00000189865	69496
ENSMUST00000215709	
ENSMUST00000193691	
ENSMUST00000003369	56711
ENSMUST00000137439	56711
ENSMUST00000151543	56711
ENSMUST00000147035	56711
ENSMUST00000117161	
ENSMUST00000217305	
ENSMUST00000136872	56428
ENSMUST00000150232	56428
ENSMUST00000111467	56428
ENSMUST00000111468	56428
ENSMUST00000057216	56428
ENSMUST00000148936	56428
ENSMUST00000146392	56428
ENSMUST00000143773	56428
ENSMUST00000142350	56428
ENSMUST00000144696	56428
ENSMUST00000135026	56428
ENSMUST00000015011	20932
ENSMUST00000153641	20932
ENSMUST00000154651	20932
ENSMUST00000218005	13180
ENSMUST00000020298	13180
ENSMUST00000198222	
ENSMUST00000029876	12307
ENSMUST00000136266	12307
ENSMUST00000141336	12307
ENSMUST00000052030	
ENSMUST00000043380	225865
ENSMUST00000235380	225865
ENSMUST00000179660	
ENSMUST00000196384	
ENSMUST00000167388	14724
ENSMUST00000051160	14724
ENSMUST00000188807	
ENSMUST00000045884	234825
ENSMUST00000174709	234825
ENSMUST00000174206	234825
ENSMUST00000174717	234825
ENSMUST00000174665	234825
ENSMUST00000174192	234825
ENSMUST00000172507	234825
ENSMUST00000172954	234825
ENSMUST00000172470	234825
ENSMUST00000174255	234825
ENSMUST00000140065	
ENSMUST00000077078	193670
ENSMUST00000064364	193670
ENSMUST00000144055	193670
ENSMUST00000235621	
ENSMUST00000092696	
ENSMUST00000120651	
ENSMUST00000118575	
ENSMUST00000120780	
ENSMUST00000216428	
ENSMUST00000067007	
ENSMUST00000195134	
ENSMUST00000232653	18951
ENSMUST00000231244	18951
ENSMUST00000096987	18951
ENSMUST00000231956	18951
ENSMUST00000231622	18951
ENSMUST00000236552	
ENSMUST00000039672	211798
ENSMUST00000131390	211798
ENSMUST00000144385	211798
ENSMUST00000095006	
ENSMUST00000119100	
ENSMUST00000213997	
ENSMUST00000053647	
ENSMUST00000117698	
ENSMUST00000126610	
ENSMUST00000134912	
ENSMUST00000154340	
ENSMUST00000133842	
ENSMUST00000125415	
ENSMUST00000102811	
ENSMUST00000144644	
ENSMUST00000193158	
ENSMUST00000119925	
ENSMUST00000075764	13489
ENSMUST00000137607	
ENSMUST00000139618	
ENSMUST00000237542	
ENSMUST00000203812	
ENSMUST00000117758	
ENSMUST00000224818	
ENSMUST00000122165	
ENSMUST00000135713	18675
ENSMUST00000138396	18675
ENSMUST00000079945	18675
ENSMUST00000071515	
ENSMUST00000121814	
ENSMUST00000030698	
ENSMUST00000137109	
ENSMUST00000189502	
ENSMUST00000187374	
ENSMUST00000033581	
ENSMUST00000030439	66743
ENSMUST00000102690	66743
ENSMUST00000221654	66743
ENSMUST00000094853	66743
ENSMUST00000128122	66743
ENSMUST00000223371	66743
ENSMUST00000221157	66743
ENSMUST00000151829	66743
ENSMUST00000223182	66743
ENSMUST00000154974	66743
ENSMUST00000133971	66743
ENSMUST00000150148	66743
ENSMUST00000138435	66743
ENSMUST00000123222	66743
ENSMUST00000207266	
ENSMUST00000215796	
ENSMUST00000074499	
ENSMUST00000198681	74062
ENSMUST00000178227	74062
ENSMUST00000004686	69129
ENSMUST00000111081	69129
ENSMUST00000118194	69129
ENSMUST00000216198	
ENSMUST00000204097	71778
ENSMUST00000101191	71778
ENSMUST00000204348	71778
ENSMUST00000204829	71778
ENSMUST00000204479	71778
ENSMUST00000203561	71778
ENSMUST00000203538	71778
ENSMUST00000218499	
ENSMUST00000238867	
ENSMUST00000197277	
ENSMUST00000218833	
ENSMUST00000007482	18120
ENSMUST00000235520	18120
ENSMUST00000236412	18120
ENSMUST00000236833	18120
ENSMUST00000119392	
ENSMUST00000075085	81017
ENSMUST00000118597	
ENSMUST00000033519	67117
ENSMUST00000154091	67117
ENSMUST00000125030	67117
ENSMUST00000140019	67117
ENSMUST00000190425	
ENSMUST00000217701	
ENSMUST00000215719	
ENSMUST00000214465	
ENSMUST00000075468	
ENSMUST00000233075	
ENSMUST00000233317	
ENSMUST00000233312	
ENSMUST00000233928	
ENSMUST00000233231	
ENSMUST00000233211	
ENSMUST00000232799	
ENSMUST00000233744	
ENSMUST00000165771	
ENSMUST00000207420	
ENSMUST00000040254	234699
ENSMUST00000119261	234699
ENSMUST00000136048	234699
ENSMUST00000139154	234699
ENSMUST00000132680	234699
ENSMUST00000145618	234699
ENSMUST00000156357	234699
ENSMUST00000078475	
ENSMUST00000028135	227737
ENSMUST00000138781	227737
ENSMUST00000125347	227737
ENSMUST00000154514	227737
ENSMUST00000150875	227737
ENSMUST00000151607	227737
ENSMUST00000118427	
ENSMUST00000207761	
ENSMUST00000207570	
ENSMUST00000174652	
ENSMUST00000143294	13131
ENSMUST00000106830	13131
ENSMUST00000106827	13131
ENSMUST00000146078	13131
ENSMUST00000106826	13131
ENSMUST00000143644	13131
ENSMUST00000141037	13131
ENSMUST00000149672	13131
ENSMUST00000033333	56786
ENSMUST00000118571	56786
ENSMUST00000128043	56786
ENSMUST00000186269	
ENSMUST00000188790	
ENSMUST00000186161	
ENSMUST00000020687	30939
ENSMUST00000117446	30939
ENSMUST00000140434	30939
ENSMUST00000101340	30939
ENSMUST00000118368	30939
ENSMUST00000121638	30939
ENSMUST00000152115	30939
ENSMUST00000020685	30939
ENSMUST00000150726	30939
ENSMUST00000148130	30939
ENSMUST00000118782	
ENSMUST00000045898	236899
ENSMUST00000146263	236899
ENSMUST00000113933	236899
ENSMUST00000216330	
ENSMUST00000119745	
ENSMUST00000218710	
ENSMUST00000225867	
ENSMUST00000121220	
ENSMUST00000030121	
ENSMUST00000108096	
ENSMUST00000219380	
ENSMUST00000225244	
ENSMUST00000046371	235044
ENSMUST00000190387	235044
ENSMUST00000188468	235044
ENSMUST00000173960	
ENSMUST00000118945	
ENSMUST00000217766	
ENSMUST00000202017	76223
ENSMUST00000115016	76223
ENSMUST00000115017	76223
ENSMUST00000135304	76223
ENSMUST00000143474	76223
ENSMUST00000148834	76223
ENSMUST00000115012	76223
ENSMUST00000155726	76223
ENSMUST00000155890	76223
ENSMUST00000115014	76223
ENSMUST00000115009	76223
ENSMUST00000167284	
ENSMUST00000225488	18212
ENSMUST00000225119	18212
ENSMUST00000224259	18212
ENSMUST00000079828	18212
ENSMUST00000224402	18212
ENSMUST00000109838	18212
ENSMUST00000225950	18212
ENSMUST00000225583	18212
ENSMUST00000226021	18212
ENSMUST00000223636	18212
ENSMUST00000163410	
ENSMUST00000215459	
ENSMUST00000217724	
ENSMUST00000081918	
ENSMUST00000172812	72289
ENSMUST00000173314	72289
ENSMUST00000174808	72289
ENSMUST00000173499	72289
ENSMUST00000131909	67836
ENSMUST00000136696	67836
ENSMUST00000093357	67836
ENSMUST00000145880	67836
ENSMUST00000142201	67836
ENSMUST00000146900	67836
ENSMUST00000152186	67836
ENSMUST00000152785	67836
ENSMUST00000149050	67836
ENSMUST00000135463	67836
ENSMUST00000213534	
ENSMUST00000174536	
ENSMUST00000047888	
ENSMUST00000054691	14234
ENSMUST00000148318	
ENSMUST00000186938	108168520
ENSMUST00000178115	108168520
ENSMUST00000186938	108168524
ENSMUST00000178115	108168524
ENSMUST00000186938	108168532
ENSMUST00000178115	108168532
ENSMUST00000186938	108168593
ENSMUST00000178115	108168593
ENSMUST00000186938	108168595
ENSMUST00000178115	108168595
ENSMUST00000192176	
ENSMUST00000117592	
ENSMUST00000027015	12362
ENSMUST00000238348	12362
ENSMUST00000238546	12362
ENSMUST00000238505	12362
ENSMUST00000238730	12362
ENSMUST00000219627	
ENSMUST00000065767	72050
ENSMUST00000141125	72050
ENSMUST00000027213	72050
ENSMUST00000149665	72050
ENSMUST00000152643	72050
ENSMUST00000217816	
ENSMUST00000040097	114301
ENSMUST00000119557	114301
ENSMUST00000143611	114301
ENSMUST00000197659	114301
ENSMUST00000181549	108168565
ENSMUST00000178889	108168565
ENSMUST00000030662	242691
ENSMUST00000154648	242691
ENSMUST00000212860	
ENSMUST00000130150	57776
ENSMUST00000126971	57776
ENSMUST00000119661	57776
ENSMUST00000129423	57776
ENSMUST00000148760	57776
ENSMUST00000079415	57776
ENSMUST00000206987	57776
ENSMUST00000153673	57776
ENSMUST00000032594	57776
ENSMUST00000151959	57776
ENSMUST00000134536	57776
ENSMUST00000206869	57776
ENSMUST00000205971	57776
ENSMUST00000132400	57776
ENSMUST00000148951	57776
ENSMUST00000128317	57776
ENSMUST00000139789	57776
ENSMUST00000140637	57776
ENSMUST00000173953	
ENSMUST00000118982	
ENSMUST00000220087	
ENSMUST00000212339	
ENSMUST00000120880	
ENSMUST00000047898	225876
ENSMUST00000235335	225876
ENSMUST00000176532	225876
ENSMUST00000175978	225876
ENSMUST00000237268	225876
ENSMUST00000176653	225876
ENSMUST00000176497	225876
ENSMUST00000116571	225876
ENSMUST00000175777	225876
ENSMUST00000175959	225876
ENSMUST00000175682	225876
ENSMUST00000176483	225876
ENSMUST00000176495	225876
ENSMUST00000075856	225876
ENSMUST00000120572	
ENSMUST00000025764	73720
ENSMUST00000237627	73720
ENSMUST00000238111	73720
ENSMUST00000188590	
ENSMUST00000119419	
ENSMUST00000123927	
ENSMUST00000180677	
ENSMUST00000144417	
ENSMUST00000213692	
ENSMUST00000189182	
ENSMUST00000122335	
ENSMUST00000214975	
ENSMUST00000120103	
ENSMUST00000215633	
ENSMUST00000216598	
ENSMUST00000034723	19378
ENSMUST00000194043	
ENSMUST00000195046	
ENSMUST00000192579	
ENSMUST00000160405	252870
ENSMUST00000160326	252870
ENSMUST00000161046	252870
ENSMUST00000162445	252870
ENSMUST00000162929	252870
ENSMUST00000159387	252870
ENSMUST00000173939	252870
ENSMUST00000172505	252870
ENSMUST00000159281	252870
ENSMUST00000159287	252870
ENSMUST00000162141	252870
ENSMUST00000159503	252870
ENSMUST00000159509	252870
ENSMUST00000207058	
ENSMUST00000041374	242362
ENSMUST00000133105	242362
ENSMUST00000140492	242362
ENSMUST00000153813	242362
ENSMUST00000107289	19266
ENSMUST00000102834	19266
ENSMUST00000173376	19266
ENSMUST00000174831	19266
ENSMUST00000098005	19266
ENSMUST00000174023	19266
ENSMUST00000174531	19266
ENSMUST00000174180	19266
ENSMUST00000050757	19266
ENSMUST00000212365	19266
ENSMUST00000173560	19266
ENSMUST00000173662	19266
ENSMUST00000172811	19266
ENSMUST00000174832	19266
ENSMUST00000107287	19266
ENSMUST00000084467	19266
ENSMUST00000156656	19266
ENSMUST00000138955	19266
ENSMUST00000173592	19266
ENSMUST00000140422	19266
ENSMUST00000129550	19266
ENSMUST00000134604	19266
ENSMUST00000176654	
ENSMUST00000177332	
ENSMUST00000177082	
ENSMUST00000212444	
ENSMUST00000212334	
ENSMUST00000231335	
ENSMUST00000231642	
ENSMUST00000231400	
ENSMUST00000232152	
ENSMUST00000231246	
ENSMUST00000092523	
ENSMUST00000128728	
ENSMUST00000032322	16974
ENSMUST00000111950	16974
ENSMUST00000203016	16974
ENSMUST00000203773	16974
ENSMUST00000126836	16974
ENSMUST00000203235	16974
ENSMUST00000167232	232889
ENSMUST00000108257	232889
ENSMUST00000043612	232889
ENSMUST00000108528	232889
ENSMUST00000225130	
ENSMUST00000225860	
ENSMUST00000201684	231691
ENSMUST00000066540	231691
ENSMUST00000111898	231691
ENSMUST00000124978	231691
ENSMUST00000195490	
ENSMUST00000192655	
ENSMUST00000192634	
ENSMUST00000212903	257633
ENSMUST00000212781	257633
ENSMUST00000212790	257633
ENSMUST00000015160	257633
ENSMUST00000220844	18105
ENSMUST00000058978	18105
ENSMUST00000021843	18105
ENSMUST00000223479	18105
ENSMUST00000222740	18105
ENSMUST00000196227	
ENSMUST00000033800	18823
ENSMUST00000113085	18823
ENSMUST00000125644	18823
ENSMUST00000144880	18823
ENSMUST00000208298	
ENSMUST00000192071	
ENSMUST00000192468	18767
ENSMUST00000028999	18767
ENSMUST00000193330	18767
ENSMUST00000006745	13215
ENSMUST00000044987	67334
ENSMUST00000022268	68263
ENSMUST00000225747	68263
ENSMUST00000224466	68263
ENSMUST00000225274	68263
ENSMUST00000225735	68263
ENSMUST00000224864	68263
ENSMUST00000224690	68263
ENSMUST00000054162	246085
ENSMUST00000188228	
ENSMUST00000214999	
ENSMUST00000063858	
ENSMUST00000173820	
ENSMUST00000203153	
ENSMUST00000186815	
ENSMUST00000214354	72565
ENSMUST00000050183	72565
ENSMUST00000217656	72565
ENSMUST00000214997	72565
ENSMUST00000216574	72565
ENSMUST00000058210	13860
ENSMUST00000100841	13860
ENSMUST00000111878	13860
ENSMUST00000147526	13860
ENSMUST00000127179	13860
ENSMUST00000132920	13860
ENSMUST00000152046	13860
ENSMUST00000146442	13860
ENSMUST00000153933	13860
ENSMUST00000203515	13860
ENSMUST00000139753	13860
ENSMUST00000134630	13860
ENSMUST00000205037	13860
ENSMUST00000057113	
ENSMUST00000057076	246079
ENSMUST00000010038	67826
ENSMUST00000120940	67826
ENSMUST00000156146	67826
ENSMUST00000136436	67826
ENSMUST00000132969	67826
ENSMUST00000145550	67826
ENSMUST00000150297	67826
ENSMUST00000125846	67826
ENSMUST00000227154	
ENSMUST00000239201	
ENSMUST00000174158	
ENSMUST00000055690	
ENSMUST00000210759	
ENSMUST00000209360	
ENSMUST00000189092	
ENSMUST00000209615	
ENSMUST00000209680	
ENSMUST00000210787	
ENSMUST00000210270	
ENSMUST00000189000	
ENSMUST00000211126	
ENSMUST00000210906	
ENSMUST00000185997	
ENSMUST00000210716	
ENSMUST00000188287	
ENSMUST00000209313	
ENSMUST00000210401	
ENSMUST00000209459	
ENSMUST00000210126	
ENSMUST00000185203	
ENSMUST00000208803	
ENSMUST00000221183	
ENSMUST00000174433	100042688
ENSMUST00000181776	
ENSMUST00000181647	
ENSMUST00000199211	102640815
ENSMUST00000122073	
ENSMUST00000041686	68323
ENSMUST00000180765	68323
ENSMUST00000180762	68323
ENSMUST00000197114	
ENSMUST00000178743	
ENSMUST00000194610	
ENSMUST00000191723	
ENSMUST00000164069	
ENSMUST00000177998	
ENSMUST00000078665	330817
ENSMUST00000152871	330817
ENSMUST00000129826	330817
ENSMUST00000142210	330817
ENSMUST00000154575	330817
ENSMUST00000142422	330817
ENSMUST00000132766	330817
ENSMUST00000132356	330817
ENSMUST00000162213	
ENSMUST00000180727	
ENSMUST00000188854	
ENSMUST00000185324	
ENSMUST00000181139	
ENSMUST00000199021	
ENSMUST00000051965	246081
ENSMUST00000207586	
ENSMUST00000212077	
ENSMUST00000212387	
ENSMUST00000173738	
ENSMUST00000181089	
ENSMUST00000180615	
ENSMUST00000181095	
ENSMUST00000181832	
ENSMUST00000179949	108168570
ENSMUST00000179949	108168660
ENSMUST00000197864	74781
ENSMUST00000036872	74781
ENSMUST00000153936	74781
ENSMUST00000110778	74781
ENSMUST00000143980	74781
ENSMUST00000117674	
ENSMUST00000214977	
ENSMUST00000215841	
ENSMUST00000044256	
ENSMUST00000212411	
ENSMUST00000212490	
ENSMUST00000118958	
ENSMUST00000169120	
ENSMUST00000062586	246082
ENSMUST00000212043	
ENSMUST00000212188	
ENSMUST00000212356	
ENSMUST00000212250	
ENSMUST00000187356	245000
ENSMUST00000034980	245000
ENSMUST00000185473	245000
ENSMUST00000189602	245000
ENSMUST00000186061	245000
ENSMUST00000191269	245000
ENSMUST00000215311	245000
ENSMUST00000186127	245000
ENSMUST00000188164	245000
ENSMUST00000190644	245000
ENSMUST00000186997	245000
ENSMUST00000188088	245000
ENSMUST00000186524	245000
ENSMUST00000192958	
ENSMUST00000044125	18096
ENSMUST00000212313	
ENSMUST00000175701	
ENSMUST00000211456	
ENSMUST00000211512	
ENSMUST00000210899	
ENSMUST00000187626	
ENSMUST00000185640	
ENSMUST00000209884	
ENSMUST00000120523	
ENSMUST00000181504	15227
ENSMUST00000202047	
ENSMUST00000190157	72139
ENSMUST00000191043	72139
ENSMUST00000188757	72139
ENSMUST00000186619	72139
ENSMUST00000189965	72139
ENSMUST00000079272	72139
ENSMUST00000207720	
ENSMUST00000209129	
ENSMUST00000185722	
ENSMUST00000208191	
ENSMUST00000207495	
ENSMUST00000207111	
ENSMUST00000208596	
ENSMUST00000208005	
ENSMUST00000208415	
ENSMUST00000208870	
ENSMUST00000004428	12728
ENSMUST00000154382	12728
ENSMUST00000128319	12728
ENSMUST00000115746	12728
ENSMUST00000132126	12728
ENSMUST00000071949	117197
ENSMUST00000179308	171211
ENSMUST00000132690	
ENSMUST00000073572	17827
ENSMUST00000173475	17827
ENSMUST00000174218	17827
ENSMUST00000138249	17827
ENSMUST00000118964	17827
ENSMUST00000129055	17827
ENSMUST00000119222	17827
ENSMUST00000173477	17827
ENSMUST00000173593	17827
ENSMUST00000174126	17827
ENSMUST00000124086	17827
ENSMUST00000138633	17827
ENSMUST00000156847	17827
ENSMUST00000173465	17827
ENSMUST00000173239	17827
ENSMUST00000152789	17827
ENSMUST00000150303	17827
ENSMUST00000174324	17827
ENSMUST00000136115	
ENSMUST00000181474	
ENSMUST00000191227	
ENSMUST00000113609	
ENSMUST00000118842	
ENSMUST00000101324	
ENSMUST00000031597	
ENSMUST00000131831	
ENSMUST00000151361	
ENSMUST00000034276	12857
ENSMUST00000181586	12857
ENSMUST00000180856	12857
ENSMUST00000181795	12857
ENSMUST00000181847	12857
ENSMUST00000181172	12857
ENSMUST00000181026	12857
ENSMUST00000217285	
ENSMUST00000171441	
ENSMUST00000166637	
ENSMUST00000118859	
ENSMUST00000108777	194952
ENSMUST00000045279	194952
ENSMUST00000147163	194952
ENSMUST00000126158	194952
ENSMUST00000175950	104360
ENSMUST00000034869	104360
ENSMUST00000164373	104360
ENSMUST00000114290	104360
ENSMUST00000165302	104360
ENSMUST00000102877	
ENSMUST00000124840	
ENSMUST00000144209	
ENSMUST00000145014	
ENSMUST00000043552	20719
ENSMUST00000017188	20719
ENSMUST00000171951	20719
ENSMUST00000171034	20719
ENSMUST00000167260	20719
ENSMUST00000171252	20719
ENSMUST00000168350	20719
ENSMUST00000171985	20719
ENSMUST00000164627	20719
ENSMUST00000168400	20719
ENSMUST00000170991	20719
ENSMUST00000166354	20719
ENSMUST00000167237	20719
ENSMUST00000167597	20719
ENSMUST00000170620	20719
ENSMUST00000076532	20719
ENSMUST00000167163	20719
ENSMUST00000198824	
ENSMUST00000117653	
ENSMUST00000200830	433904
ENSMUST00000087195	433904
ENSMUST00000201908	433904
ENSMUST00000200776	433904
ENSMUST00000202012	433904
ENSMUST00000200821	433904
ENSMUST00000165350	
ENSMUST00000164319	
ENSMUST00000196076	
ENSMUST00000213705	
ENSMUST00000217494	
ENSMUST00000069279	
ENSMUST00000079764	
ENSMUST00000148592	
ENSMUST00000140621	
ENSMUST00000025759	69860
ENSMUST00000235664	69860
ENSMUST00000236059	69860
ENSMUST00000174677	
ENSMUST00000172122	
ENSMUST00000163545	
ENSMUST00000100327	
ENSMUST00000022715	
ENSMUST00000163499	
ENSMUST00000220296	
ENSMUST00000148542	
ENSMUST00000134195	
ENSMUST00000217920	
ENSMUST00000219259	
ENSMUST00000212023	
ENSMUST00000210220	
ENSMUST00000036807	73754
ENSMUST00000130231	73754
ENSMUST00000127536	73754
ENSMUST00000209926	73754
ENSMUST00000212990	106529
ENSMUST00000212005	106529
ENSMUST00000238997	106529
ENSMUST00000163837	106529
ENSMUST00000019382	106529
ENSMUST00000165740	106529
ENSMUST00000212187	106529
ENSMUST00000212652	106529
ENSMUST00000212703	106529
ENSMUST00000212575	106529
ENSMUST00000212418	106529
ENSMUST00000238861	106529
ENSMUST00000212630	106529
ENSMUST00000211972	106529
ENSMUST00000212136	106529
ENSMUST00000212285	106529
ENSMUST00000035836	16332
ENSMUST00000165052	16332
ENSMUST00000186316	16332
ENSMUST00000211436	16332
ENSMUST00000185929	16332
ENSMUST00000210116	16332
ENSMUST00000211514	16332
ENSMUST00000209861	16332
ENSMUST00000209481	16332
ENSMUST00000213869	
ENSMUST00000213255	
ENSMUST00000216700	
ENSMUST00000069236	
ENSMUST00000150389	
ENSMUST00000155103	
ENSMUST00000131648	56421
ENSMUST00000138703	56421
ENSMUST00000021614	56421
ENSMUST00000142972	56421
ENSMUST00000154100	56421
ENSMUST00000133041	56421
