Transcript stable ID	NCBI gene ID
ENSMUST00000219059	69736
ENSMUST00000234596	
ENSMUST00000235104	
ENSMUST00000202876	
ENSMUST00000185118	76688
ENSMUST00000127988	76688
ENSMUST00000152334	76688
ENSMUST00000108808	76688
ENSMUST00000152580	76688
ENSMUST00000048269	76688
ENSMUST00000130346	76688
ENSMUST00000139368	76688
ENSMUST00000183499	76688
ENSMUST00000184859	76688
ENSMUST00000145358	76688
ENSMUST00000170190	76688
ENSMUST00000108640	75580
ENSMUST00000108639	75580
ENSMUST00000108642	75580
ENSMUST00000156932	75580
ENSMUST00000132528	75580
ENSMUST00000153943	75580
ENSMUST00000108638	75580
ENSMUST00000220951	380755
ENSMUST00000095760	380755
ENSMUST00000220225	66094
ENSMUST00000035775	66094
ENSMUST00000220406	66094
ENSMUST00000218897	66094
ENSMUST00000218119	66094
ENSMUST00000217781	66094
ENSMUST00000219421	66094
ENSMUST00000217921	66094
ENSMUST00000218931	66094
ENSMUST00000164804	
ENSMUST00000017454	78239
ENSMUST00000174463	81630
ENSMUST00000053429	81630
ENSMUST00000185388	100502849
ENSMUST00000189156	100502849
ENSMUST00000103097	
ENSMUST00000180193	
ENSMUST00000172619	21356
ENSMUST00000234582	21356
ENSMUST00000025161	21356
ENSMUST00000172888	21356
ENSMUST00000234247	21356
ENSMUST00000234320	21356
ENSMUST00000234273	21356
ENSMUST00000172489	21356
ENSMUST00000172653	21356
ENSMUST00000103096	71856
ENSMUST00000109328	71856
ENSMUST00000130227	71856
ENSMUST00000111265	241556
ENSMUST00000028646	241556
ENSMUST00000154951	241556
ENSMUST00000181716	241556
ENSMUST00000152141	241556
ENSMUST00000129365	
ENSMUST00000154037	
ENSMUST00000126577	
ENSMUST00000163009	
ENSMUST00000182783	
ENSMUST00000106604	73536
ENSMUST00000128183	
ENSMUST00000130963	
ENSMUST00000115307	22061
ENSMUST00000115310	22061
ENSMUST00000115304	22061
ENSMUST00000115305	22061
ENSMUST00000040231	22061
ENSMUST00000115306	22061
ENSMUST00000115308	22061
ENSMUST00000065523	22061
ENSMUST00000122121	
ENSMUST00000024833	140765
ENSMUST00000114549	140765
ENSMUST00000237740	140765
ENSMUST00000236793	140765
ENSMUST00000202177	70969
ENSMUST00000202156	70969
ENSMUST00000200855	70969
ENSMUST00000202611	
ENSMUST00000237352	
ENSMUST00000201873	
ENSMUST00000117069	70225
ENSMUST00000114348	70225
ENSMUST00000081677	70225
ENSMUST00000186242	70225
ENSMUST00000114345	70225
ENSMUST00000190048	70225
ENSMUST00000185990	70225
ENSMUST00000124550	70225
ENSMUST00000188896	70225
ENSMUST00000201085	
ENSMUST00000201713	
ENSMUST00000140943	72699
ENSMUST00000048077	72699
ENSMUST00000184328	72699
ENSMUST00000126862	72699
ENSMUST00000126611	72699
ENSMUST00000108804	72699
ENSMUST00000126733	72699
ENSMUST00000237004	
ENSMUST00000025476	
ENSMUST00000238061	
ENSMUST00000237331	
ENSMUST00000235537	
ENSMUST00000235749	
ENSMUST00000236892	
ENSMUST00000236253	
ENSMUST00000040876	78801
ENSMUST00000221981	78801
ENSMUST00000220702	78801
ENSMUST00000017443	
ENSMUST00000109326	
ENSMUST00000109327	
ENSMUST00000135458	
ENSMUST00000212692	
ENSMUST00000084820	54214
ENSMUST00000212593	54214
ENSMUST00000212097	54214
ENSMUST00000212461	54214
ENSMUST00000212183	54214
ENSMUST00000212620	54214
ENSMUST00000212913	54214
ENSMUST00000211840	54214
ENSMUST00000212274	54214
ENSMUST00000212151	54214
ENSMUST00000211846	54214
ENSMUST00000211838	54214
ENSMUST00000211826	54214
ENSMUST00000038945	27280
ENSMUST00000136445	27280
ENSMUST00000002127	22248
ENSMUST00000154700	22248
ENSMUST00000108295	22248
ENSMUST00000149161	22248
ENSMUST00000100755	22248
ENSMUST00000155471	22248
ENSMUST00000125720	22248
ENSMUST00000106148	67880
ENSMUST00000026144	67880
ENSMUST00000125242	67880
ENSMUST00000122883	67880
ENSMUST00000217837	11537
ENSMUST00000061653	11537
ENSMUST00000087521	65102
ENSMUST00000114337	65102
ENSMUST00000129759	65102
ENSMUST00000151272	65102
ENSMUST00000140723	65102
ENSMUST00000185578	65102
ENSMUST00000188295	65102
ENSMUST00000171597	65102
ENSMUST00000124435	
ENSMUST00000141843	
ENSMUST00000146846	
ENSMUST00000148405	
ENSMUST00000141088	
ENSMUST00000120766	
ENSMUST00000023514	68194
ENSMUST00000135019	68194
ENSMUST00000231881	68194
ENSMUST00000023514	100042503
ENSMUST00000135019	100042503
ENSMUST00000231881	100042503
ENSMUST00000050668	228491
ENSMUST00000123562	228491
ENSMUST00000202470	
ENSMUST00000187452	
ENSMUST00000106602	67671
ENSMUST00000077915	67671
ENSMUST00000106599	67671
ENSMUST00000082092	67671
ENSMUST00000231714	
ENSMUST00000026148	12409
ENSMUST00000154479	12409
ENSMUST00000154565	12409
ENSMUST00000149450	12409
ENSMUST00000108294	15218
ENSMUST00000027198	18393
ENSMUST00000114325	18393
ENSMUST00000151723	18393
ENSMUST00000190695	18393
ENSMUST00000191206	18393
ENSMUST00000180953	
ENSMUST00000198857	
ENSMUST00000197100	
ENSMUST00000196186	
ENSMUST00000150385	
ENSMUST00000001122	20500
ENSMUST00000085774	330222
ENSMUST00000129831	330222
ENSMUST00000145908	330222
ENSMUST00000074546	330222
ENSMUST00000105046	15361
ENSMUST00000178955	15361
ENSMUST00000105046	111241
ENSMUST00000178955	111241
ENSMUST00000118124	
ENSMUST00000149865	
ENSMUST00000123273	19719
ENSMUST00000026156	19719
ENSMUST00000088248	68612
ENSMUST00000001439	68612
ENSMUST00000153726	
ENSMUST00000127559	
ENSMUST00000176590	
ENSMUST00000102542	66632
ENSMUST00000028640	66632
ENSMUST00000055144	66632
ENSMUST00000150447	66632
ENSMUST00000138975	66632
ENSMUST00000138106	66632
ENSMUST00000234034	
ENSMUST00000029106	72147
ENSMUST00000087409	72147
ENSMUST00000146446	72147
ENSMUST00000155535	72147
ENSMUST00000180222	72147
ENSMUST00000194420	
ENSMUST00000221188	
ENSMUST00000234788	74934
ENSMUST00000235068	74934
ENSMUST00000234458	74934
ENSMUST00000234281	74934
ENSMUST00000234196	74934
ENSMUST00000081275	74934
ENSMUST00000103095	21925
ENSMUST00000155443	21925
ENSMUST00000167734	18191
ENSMUST00000110138	18191
ENSMUST00000190626	18191
ENSMUST00000167103	18191
ENSMUST00000163944	18191
ENSMUST00000190030	18191
ENSMUST00000163134	18191
ENSMUST00000164072	18191
ENSMUST00000170533	18191
ENSMUST00000057634	18191
ENSMUST00000238943	18191
ENSMUST00000110133	18191
ENSMUST00000110130	18191
ENSMUST00000167887	18191
ENSMUST00000234167	
ENSMUST00000069649	241850
ENSMUST00000045779	117160
ENSMUST00000141111	117160
ENSMUST00000206035	
ENSMUST00000205724	
ENSMUST00000153879	
ENSMUST00000118634	
ENSMUST00000064192	245308
ENSMUST00000231293	245308
ENSMUST00000232434	245308
ENSMUST00000231510	245308
ENSMUST00000160832	245308
ENSMUST00000035099	
ENSMUST00000214118	
ENSMUST00000213409	
ENSMUST00000187830	21952
ENSMUST00000132795	21952
ENSMUST00000152208	21952
ENSMUST00000137331	21952
ENSMUST00000152075	21952
ENSMUST00000154463	21952
ENSMUST00000139986	21952
ENSMUST00000148201	21952
ENSMUST00000129217	21952
ENSMUST00000132422	209318
ENSMUST00000153678	209318
ENSMUST00000100134	209318
ENSMUST00000208737	209318
ENSMUST00000116305	209318
ENSMUST00000172809	209318
ENSMUST00000144519	209318
ENSMUST00000156723	209318
ENSMUST00000231549	
ENSMUST00000232103	
ENSMUST00000222398	
ENSMUST00000137073	
ENSMUST00000028347	56878
ENSMUST00000112509	56878
ENSMUST00000153555	56878
ENSMUST00000123046	56878
ENSMUST00000128866	56878
ENSMUST00000132529	56878
ENSMUST00000125485	56878
ENSMUST00000151846	56878
ENSMUST00000164147	56878
ENSMUST00000036561	67561
ENSMUST00000217472	67561
ENSMUST00000215307	67561
ENSMUST00000214716	67561
ENSMUST00000215167	67561
ENSMUST00000213230	67561
ENSMUST00000217555	67561
ENSMUST00000216349	67561
ENSMUST00000217429	67561
ENSMUST00000217492	67561
ENSMUST00000134611	170789
ENSMUST00000133053	170789
ENSMUST00000103094	170789
ENSMUST00000017451	170789
ENSMUST00000136767	170789
ENSMUST00000147594	
ENSMUST00000148138	171382
ENSMUST00000113114	171382
ENSMUST00000040210	171382
ENSMUST00000171176	171382
ENSMUST00000174070	101113
ENSMUST00000172577	101113
ENSMUST00000056181	101113
ENSMUST00000152471	101113
ENSMUST00000140519	101113
ENSMUST00000173945	101113
ENSMUST00000174342	101113
ENSMUST00000151053	432611
ENSMUST00000069325	432611
ENSMUST00000136403	432611
ENSMUST00000092469	432611
ENSMUST00000141762	432611
ENSMUST00000144872	432611
ENSMUST00000130692	432611
ENSMUST00000120478	
ENSMUST00000065515	21787
ENSMUST00000127994	21787
ENSMUST00000121554	21787
ENSMUST00000136394	21787
ENSMUST00000128551	21787
ENSMUST00000141404	21787
ENSMUST00000119773	
ENSMUST00000057481	59015
ENSMUST00000154036	59015
ENSMUST00000132595	59015
ENSMUST00000126503	59015
ENSMUST00000145669	59015
ENSMUST00000136739	59015
ENSMUST00000130629	59015
ENSMUST00000128230	104662
ENSMUST00000144019	104662
ENSMUST00000045807	104662
ENSMUST00000130910	104662
ENSMUST00000155785	104662
ENSMUST00000155702	104662
ENSMUST00000153316	104662
ENSMUST00000052107	67538
ENSMUST00000184588	66314
ENSMUST00000183956	66314
ENSMUST00000149163	66314
ENSMUST00000000844	66314
ENSMUST00000184849	66314
ENSMUST00000108800	66314
ENSMUST00000069712	66314
ENSMUST00000129390	66314
ENSMUST00000108799	66314
ENSMUST00000141825	66314
ENSMUST00000155589	66314
ENSMUST00000130261	66314
ENSMUST00000020248	67282
ENSMUST00000182299	67282
ENSMUST00000182183	67282
ENSMUST00000171151	67282
ENSMUST00000182351	67282
ENSMUST00000182619	67282
ENSMUST00000182359	67282
ENSMUST00000182211	67282
ENSMUST00000017908	71971
ENSMUST00000132282	71971
ENSMUST00000141411	75642
ENSMUST00000017911	75642
ENSMUST00000239081	104175
ENSMUST00000056028	104175
ENSMUST00000206424	104175
ENSMUST00000206541	104175
ENSMUST00000155508	
ENSMUST00000127499	27364
ENSMUST00000108448	27364
ENSMUST00000121738	27364
ENSMUST00000108447	27364
ENSMUST00000128556	27364
ENSMUST00000123855	27364
ENSMUST00000135587	27364
ENSMUST00000147817	27364
ENSMUST00000138612	27364
ENSMUST00000065211	27364
ENSMUST00000187090	69750
ENSMUST00000084598	
ENSMUST00000206881	
ENSMUST00000205858	
ENSMUST00000035100	74052
ENSMUST00000159128	74052
ENSMUST00000160790	74052
ENSMUST00000161967	74052
ENSMUST00000191702	
ENSMUST00000027897	226830
ENSMUST00000130804	226830
ENSMUST00000132289	226830
ENSMUST00000144452	226830
ENSMUST00000126555	286942
ENSMUST00000137326	286942
ENSMUST00000138804	286942
ENSMUST00000084368	286942
ENSMUST00000131782	286942
ENSMUST00000138340	286942
ENSMUST00000134165	286942
ENSMUST00000000329	11684
ENSMUST00000108574	11684
ENSMUST00000193794	
ENSMUST00000124047	
ENSMUST00000127107	
ENSMUST00000177163	
ENSMUST00000176683	
ENSMUST00000176010	
ENSMUST00000177513	
ENSMUST00000176906	
ENSMUST00000176184	
ENSMUST00000176966	
ENSMUST00000172468	19732
ENSMUST00000047503	19732
ENSMUST00000173266	19732
ENSMUST00000173153	19732
ENSMUST00000234070	19732
ENSMUST00000174410	19732
ENSMUST00000234226	19732
ENSMUST00000174676	19732
ENSMUST00000173379	19732
ENSMUST00000173258	19732
ENSMUST00000173718	19732
ENSMUST00000173502	19732
ENSMUST00000173284	19732
ENSMUST00000174442	19732
ENSMUST00000093106	216739
ENSMUST00000000145	216739
ENSMUST00000138515	216739
ENSMUST00000108904	216739
ENSMUST00000108905	216739
ENSMUST00000149403	216739
ENSMUST00000072178	216739
ENSMUST00000101211	216739
ENSMUST00000101213	216739
ENSMUST00000064690	216739
ENSMUST00000108899	216739
ENSMUST00000094194	216739
ENSMUST00000156252	216739
ENSMUST00000127731	216739
ENSMUST00000139484	216739
ENSMUST00000105378	216154
ENSMUST00000165684	216154
ENSMUST00000170375	216154
ENSMUST00000163125	216154
ENSMUST00000164705	216154
ENSMUST00000166964	216154
ENSMUST00000170409	216154
ENSMUST00000151472	56802
ENSMUST00000150276	56802
ENSMUST00000143738	56802
ENSMUST00000156053	72014
ENSMUST00000000206	72014
ENSMUST00000156192	72014
ENSMUST00000141481	72014
ENSMUST00000146853	72014
ENSMUST00000141386	72014
ENSMUST00000137965	72014
ENSMUST00000217388	
ENSMUST00000214403	
ENSMUST00000216918	
ENSMUST00000064165	13051
ENSMUST00000215016	13051
ENSMUST00000177637	13051
ENSMUST00000219955	
ENSMUST00000045281	103677
ENSMUST00000135522	103677
ENSMUST00000130145	103677
ENSMUST00000140197	103677
ENSMUST00000142038	103677
ENSMUST00000153226	103677
ENSMUST00000111635	22437
ENSMUST00000213113	22437
ENSMUST00000238557	22437
ENSMUST00000216943	
ENSMUST00000035101	215418
ENSMUST00000215916	215418
ENSMUST00000214058	215418
ENSMUST00000213936	215418
ENSMUST00000216929	215418
ENSMUST00000189880	
ENSMUST00000175916	19130
ENSMUST00000010319	19130
ENSMUST00000177288	19130
ENSMUST00000028475	98985
ENSMUST00000138231	98985
ENSMUST00000165219	98985
ENSMUST00000215481	
ENSMUST00000023486	22042
ENSMUST00000120680	22042
ENSMUST00000124243	22042
ENSMUST00000137901	22042
ENSMUST00000155929	22042
ENSMUST00000231912	22042
ENSMUST00000128285	22042
ENSMUST00000110279	
ENSMUST00000193966	
ENSMUST00000195170	
ENSMUST00000232963	
ENSMUST00000189608	
ENSMUST00000119738	
ENSMUST00000054145	320808
ENSMUST00000218728	320808
ENSMUST00000218498	320808
ENSMUST00000233910	
ENSMUST00000131606	217353
ENSMUST00000026659	217353
ENSMUST00000148220	217353
ENSMUST00000149589	217353
ENSMUST00000103025	217353
ENSMUST00000143406	217353
ENSMUST00000136729	217353
ENSMUST00000152304	217353
ENSMUST00000127227	217353
ENSMUST00000106135	68730
ENSMUST00000142418	68730
ENSMUST00000026151	68730
ENSMUST00000125156	68730
ENSMUST00000146008	68730
ENSMUST00000106133	68730
ENSMUST00000143139	68730
ENSMUST00000129955	68730
ENSMUST00000167023	68730
ENSMUST00000112674	22666
ENSMUST00000062369	22666
ENSMUST00000112676	22666
ENSMUST00000114763	14314
ENSMUST00000152579	14314
ENSMUST00000125279	14314
ENSMUST00000135668	14314
ENSMUST00000127495	14314
ENSMUST00000123077	14314
ENSMUST00000218555	
ENSMUST00000218411	
ENSMUST00000211088	102640920
ENSMUST00000191893	
ENSMUST00000182990	
ENSMUST00000236745	328795
ENSMUST00000144772	328795
ENSMUST00000173776	328795
ENSMUST00000048656	328795
ENSMUST00000151620	328795
ENSMUST00000147686	328795
ENSMUST00000236599	328795
ENSMUST00000235375	328795
ENSMUST00000237216	328795
ENSMUST00000188481	
ENSMUST00000097289	
ENSMUST00000205465	102639802
ENSMUST00000205931	102639802
ENSMUST00000181032	
ENSMUST00000212679	
ENSMUST00000027518	75396
ENSMUST00000176708	75396
ENSMUST00000189225	75396
ENSMUST00000238573	241525
ENSMUST00000090729	241525
ENSMUST00000111643	241525
ENSMUST00000151399	241525
ENSMUST00000151647	241525
ENSMUST00000026425	18813
ENSMUST00000131728	18813
ENSMUST00000147068	18813
ENSMUST00000141187	12805
ENSMUST00000000109	12805
ENSMUST00000068378	12805
ENSMUST00000169825	12805
ENSMUST00000109316	18830
ENSMUST00000109317	18830
ENSMUST00000059954	18830
ENSMUST00000142603	18830
ENSMUST00000148912	18830
ENSMUST00000156255	18830
ENSMUST00000128110	18830
ENSMUST00000095427	56462
ENSMUST00000235097	56462
ENSMUST00000235118	56462
ENSMUST00000234970	56462
ENSMUST00000234507	56462
ENSMUST00000235088	56462
ENSMUST00000235021	56462
ENSMUST00000153658	56462
ENSMUST00000234129	56462
ENSMUST00000234416	56462
ENSMUST00000118366	56462
ENSMUST00000234948	56462
ENSMUST00000127423	56462
ENSMUST00000234856	56462
ENSMUST00000141319	56462
ENSMUST00000234868	56462
ENSMUST00000234180	56462
ENSMUST00000151739	56462
ENSMUST00000132753	56462
ENSMUST00000223984	67665
ENSMUST00000025505	67665
ENSMUST00000223590	67665
ENSMUST00000223794	67665
ENSMUST00000225005	67665
ENSMUST00000224317	67665
ENSMUST00000224778	67665
ENSMUST00000224671	67665
ENSMUST00000033407	13043
ENSMUST00000103079	13043
ENSMUST00000134131	13043
ENSMUST00000157079	13043
ENSMUST00000126018	13043
ENSMUST00000150607	13043
ENSMUST00000148778	13043
ENSMUST00000216052	
ENSMUST00000214683	
ENSMUST00000168019	
ENSMUST00000172274	
ENSMUST00000171647	
ENSMUST00000040960	
ENSMUST00000170591	
ENSMUST00000159514	72117
ENSMUST00000161326	72117
ENSMUST00000063520	72117
ENSMUST00000063542	72117
ENSMUST00000072334	13002
ENSMUST00000116365	13002
ENSMUST00000108797	13002
ENSMUST00000152578	13002
ENSMUST00000108796	13002
ENSMUST00000141523	13002
ENSMUST00000084715	17281
ENSMUST00000184082	17281
ENSMUST00000183700	17281
ENSMUST00000216136	17281
ENSMUST00000167595	17281
ENSMUST00000127080	217356
ENSMUST00000050874	217356
ENSMUST00000106334	217356
ENSMUST00000117781	217356
ENSMUST00000119455	217356
ENSMUST00000156458	217356
ENSMUST00000169935	320722
ENSMUST00000233983	320722
ENSMUST00000027587	
ENSMUST00000112570	
ENSMUST00000149760	
ENSMUST00000126850	
ENSMUST00000153359	
ENSMUST00000125760	
ENSMUST00000143513	
ENSMUST00000237183	106707
ENSMUST00000237785	106707
ENSMUST00000047273	106707
ENSMUST00000235645	106707
ENSMUST00000232967	
ENSMUST00000145297	
ENSMUST00000186556	
ENSMUST00000190783	102636980
ENSMUST00000164734	
ENSMUST00000049810	80901
ENSMUST00000216072	80901
ENSMUST00000199472	
ENSMUST00000159624	320119
ENSMUST00000160889	320119
ENSMUST00000159367	320119
ENSMUST00000061611	320119
ENSMUST00000159823	320119
ENSMUST00000162500	320119
ENSMUST00000160891	320119
ENSMUST00000162692	320119
ENSMUST00000159066	320119
ENSMUST00000214413	
ENSMUST00000172093	
ENSMUST00000159051	
ENSMUST00000170214	
ENSMUST00000218470	
ENSMUST00000160953	77629
ENSMUST00000159078	77629
ENSMUST00000053075	77629
ENSMUST00000160237	77629
ENSMUST00000160567	77629
ENSMUST00000100526	100303731
ENSMUST00000042775	
ENSMUST00000121655	
ENSMUST00000165754	93730
ENSMUST00000098258	93730
ENSMUST00000166097	93730
ENSMUST00000026274	93730
ENSMUST00000168921	93730
ENSMUST00000172067	93730
ENSMUST00000163207	93730
ENSMUST00000217171	93730
ENSMUST00000214521	93730
ENSMUST00000168923	93730
ENSMUST00000166184	93730
ENSMUST00000165799	93730
ENSMUST00000005185	13014
ENSMUST00000194004	
ENSMUST00000103093	19025
ENSMUST00000133502	19025
ENSMUST00000103092	19025
ENSMUST00000151493	19025
ENSMUST00000147883	19025
ENSMUST00000127650	19025
ENSMUST00000146525	19025
ENSMUST00000143780	19025
ENSMUST00000155061	19025
ENSMUST00000152721	19025
ENSMUST00000130959	19025
ENSMUST00000133077	19025
ENSMUST00000128596	19025
ENSMUST00000143293	19025
ENSMUST00000144580	19025
ENSMUST00000140213	19025
ENSMUST00000181711	
ENSMUST00000218308	
ENSMUST00000090475	13661
ENSMUST00000111176	13661
ENSMUST00000111174	13661
ENSMUST00000137774	13661
ENSMUST00000125788	13661
ENSMUST00000140503	13661
ENSMUST00000151265	13661
ENSMUST00000128546	13661
ENSMUST00000038185	97827
ENSMUST00000219272	97827
ENSMUST00000219477	97827
ENSMUST00000219039	97827
ENSMUST00000218565	97827
ENSMUST00000220239	97827
ENSMUST00000219757	97827
ENSMUST00000055655	14104
ENSMUST00000206589	14104
ENSMUST00000155276	14104
ENSMUST00000146541	14104
ENSMUST00000206637	14104
ENSMUST00000205905	14104
ENSMUST00000035852	381678
ENSMUST00000200505	381678
ENSMUST00000127541	381678
ENSMUST00000128946	381678
ENSMUST00000141642	381678
ENSMUST00000125577	
ENSMUST00000155505	
ENSMUST00000233087	
ENSMUST00000233261	
ENSMUST00000106331	77727
ENSMUST00000233218	
ENSMUST00000232745	
ENSMUST00000218544	
ENSMUST00000232868	
ENSMUST00000058897	231805
ENSMUST00000130460	231805
ENSMUST00000110980	231805
ENSMUST00000197586	231805
ENSMUST00000199028	231805
ENSMUST00000041616	216134
ENSMUST00000218245	216134
ENSMUST00000119996	
ENSMUST00000078717	320184
ENSMUST00000195202	
ENSMUST00000028981	13589
ENSMUST00000123795	13589
ENSMUST00000123570	13589
ENSMUST00000119947	
ENSMUST00000189405	
ENSMUST00000190615	
ENSMUST00000047098	328783
ENSMUST00000163559	12769
ENSMUST00000215921	12769
ENSMUST00000166236	12769
ENSMUST00000111454	12769
ENSMUST00000168910	12769
ENSMUST00000180093	12769
ENSMUST00000119746	207806
ENSMUST00000088356	207806
ENSMUST00000141015	207806
ENSMUST00000169582	207806
ENSMUST00000132298	
ENSMUST00000155607	71718
ENSMUST00000115181	71718
ENSMUST00000024987	71718
ENSMUST00000152460	71718
ENSMUST00000155632	71718
ENSMUST00000143390	71718
ENSMUST00000156698	71718
ENSMUST00000146522	71718
ENSMUST00000151205	71718
ENSMUST00000139196	71718
ENSMUST00000130525	71718
ENSMUST00000026661	21877
ENSMUST00000141939	21877
ENSMUST00000153872	21877
ENSMUST00000154790	21877
ENSMUST00000153298	21877
ENSMUST00000129852	21877
ENSMUST00000150027	21877
ENSMUST00000085856	72154
ENSMUST00000137711	72154
ENSMUST00000134706	72154
ENSMUST00000151095	72154
ENSMUST00000110912	72154
ENSMUST00000100524	72154
ENSMUST00000082059	13867
ENSMUST00000200982	
ENSMUST00000143989	140498
ENSMUST00000065745	140498
ENSMUST00000110496	140498
ENSMUST00000201612	140498
ENSMUST00000138901	140498
ENSMUST00000131212	140498
ENSMUST00000119253	
ENSMUST00000121371	
ENSMUST00000144368	
ENSMUST00000187687	
ENSMUST00000208183	22625
ENSMUST00000238383	22625
ENSMUST00000189398	22625
ENSMUST00000191333	22625
ENSMUST00000187653	22625
ENSMUST00000061512	22625
ENSMUST00000073388	71562
ENSMUST00000149668	71562
ENSMUST00000153850	71562
ENSMUST00000139945	71562
ENSMUST00000148016	71562
ENSMUST00000131268	71562
ENSMUST00000188427	
ENSMUST00000190899	
ENSMUST00000135030	
ENSMUST00000152815	
ENSMUST00000154367	
ENSMUST00000218548	
ENSMUST00000220065	
ENSMUST00000219205	
ENSMUST00000195179	
ENSMUST00000181852	
ENSMUST00000139065	
ENSMUST00000153797	
ENSMUST00000144657	
ENSMUST00000027947	52477
ENSMUST00000137608	52477
ENSMUST00000066632	52477
ENSMUST00000123384	52477
ENSMUST00000110899	52477
ENSMUST00000135364	52477
ENSMUST00000144693	52477
ENSMUST00000130298	52477
ENSMUST00000134187	52477
ENSMUST00000146048	52477
ENSMUST00000219993	108760
ENSMUST00000218943	108760
ENSMUST00000021558	108760
ENSMUST00000218648	108760
ENSMUST00000217926	108760
ENSMUST00000219267	108760
ENSMUST00000120470	
ENSMUST00000023437	239853
ENSMUST00000026649	20973
ENSMUST00000177131	20973
ENSMUST00000177241	20973
ENSMUST00000120928	20973
ENSMUST00000175737	20973
ENSMUST00000143852	20973
ENSMUST00000176936	20973
ENSMUST00000202037	
ENSMUST00000217977	
ENSMUST00000045319	217302
ENSMUST00000106584	217302
ENSMUST00000061274	239845
ENSMUST00000126153	71206
ENSMUST00000135029	71206
ENSMUST00000122984	71206
ENSMUST00000137498	71206
ENSMUST00000137354	71206
ENSMUST00000154053	71206
ENSMUST00000026486	71206
ENSMUST00000125744	71206
ENSMUST00000138336	71206
ENSMUST00000154665	71206
ENSMUST00000123650	71206
ENSMUST00000038760	16763
ENSMUST00000190773	16763
ENSMUST00000185756	16763
ENSMUST00000081387	11799
ENSMUST00000093906	11799
ENSMUST00000218103	69522
ENSMUST00000045971	11443
ENSMUST00000154816	11443
ENSMUST00000129381	11443
ENSMUST00000147791	11443
ENSMUST00000218701	
ENSMUST00000134580	
ENSMUST00000143695	
ENSMUST00000125147	
ENSMUST00000133245	70355
ENSMUST00000122967	70355
ENSMUST00000053361	70355
ENSMUST00000021071	70355
ENSMUST00000136785	70355
ENSMUST00000142262	70355
ENSMUST00000152314	70355
ENSMUST00000177952	70355
ENSMUST00000218007	73218
ENSMUST00000035597	73218
ENSMUST00000217714	73218
ENSMUST00000218812	73218
ENSMUST00000218727	73218
ENSMUST00000220091	73218
ENSMUST00000219614	73218
ENSMUST00000218789	73218
ENSMUST00000219366	73218
ENSMUST00000219951	73218
ENSMUST00000219136	73218
ENSMUST00000049151	78895
ENSMUST00000147832	78895
ENSMUST00000134061	78895
ENSMUST00000001126	52466
ENSMUST00000146431	52466
ENSMUST00000180786	52466
ENSMUST00000093905	546519
ENSMUST00000033230	71776
ENSMUST00000153989	71776
ENSMUST00000138354	71776
ENSMUST00000189162	
ENSMUST00000193393	
ENSMUST00000168574	98496
ENSMUST00000176559	98496
ENSMUST00000175948	98496
ENSMUST00000176720	98496
ENSMUST00000175996	98496
ENSMUST00000176822	98496
ENSMUST00000177458	98496
ENSMUST00000187992	98496
ENSMUST00000025506	66810
ENSMUST00000160020	66810
ENSMUST00000161544	66810
ENSMUST00000159203	66810
ENSMUST00000160353	66810
ENSMUST00000133648	
ENSMUST00000125607	100503754
ENSMUST00000126656	100504221
ENSMUST00000144827	100504221
ENSMUST00000230058	100504221
ENSMUST00000175856	100504221
ENSMUST00000106582	217303
ENSMUST00000045151	217303
ENSMUST00000153245	217303
ENSMUST00000121028	
ENSMUST00000034916	
ENSMUST00000054002	12702
ENSMUST00000123255	12702
ENSMUST00000132295	12702
ENSMUST00000199364	
ENSMUST00000118786	
ENSMUST00000219469	
ENSMUST00000217829	
ENSMUST00000023994	12258
ENSMUST00000111641	12258
ENSMUST00000131456	12258
ENSMUST00000152365	
ENSMUST00000123110	
ENSMUST00000148847	
ENSMUST00000126672	
ENSMUST00000122831	
ENSMUST00000148004	
ENSMUST00000136759	
ENSMUST00000028982	76407
ENSMUST00000124414	76407
ENSMUST00000129011	76407
ENSMUST00000108789	269401
ENSMUST00000128553	269401
ENSMUST00000155947	269401
ENSMUST00000135561	269401
ENSMUST00000140103	269401
ENSMUST00000150552	269401
ENSMUST00000132538	269401
ENSMUST00000131866	269401
ENSMUST00000133598	269401
ENSMUST00000153998	269401
ENSMUST00000115410	67847
ENSMUST00000178678	67847
ENSMUST00000025413	67847
ENSMUST00000163742	67847
ENSMUST00000178011	67847
ENSMUST00000179038	67847
ENSMUST00000177861	67847
ENSMUST00000178883	67847
ENSMUST00000180259	67847
ENSMUST00000179625	67847
ENSMUST00000179689	67847
ENSMUST00000146132	
ENSMUST00000149562	
ENSMUST00000117948	
ENSMUST00000156097	71712
ENSMUST00000020249	71712
ENSMUST00000138159	71712
ENSMUST00000149663	217304
ENSMUST00000239005	217304
ENSMUST00000126655	217304
ENSMUST00000106581	217304
ENSMUST00000031501	76658
ENSMUST00000199968	76658
ENSMUST00000198778	76658
ENSMUST00000127615	432486
ENSMUST00000130301	432486
ENSMUST00000151273	432486
ENSMUST00000020251	432486
ENSMUST00000132738	432486
ENSMUST00000141343	432486
ENSMUST00000155306	432486
ENSMUST00000219591	
ENSMUST00000026420	
ENSMUST00000219773	
ENSMUST00000119016	
ENSMUST00000237537	
ENSMUST00000235624	
ENSMUST00000237156	
ENSMUST00000236379	22092
ENSMUST00000024832	22092
ENSMUST00000235144	22092
ENSMUST00000056533	170947
ENSMUST00000106580	
